Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
33	Spectrogram 1	1	132.630	132.690	4000.0	18000.0	9179.7	P-peep	9.718351	17.407368	NaN	NaN	100.238840	0.000000
34	Spectrogram 1	1	132.770	132.830	4000.0	18000.0	9277.3	P-peep	9.787700	19.132000	NaN	NaN	96.424645	0.000000
73	Spectrogram 1	1	605.140	605.210	4000.0	18000.0	8789.1	P-peep	8.054199	18.784094	NaN	NaN	78.841765	0.000000
81	Spectrogram 1	1	645.910	645.990	4000.0	18000.0	8398.4	P-peep	7.323851	17.349964	NaN	NaN	71.569597	0.000000
89	Spectrogram 1	1	702.880	702.980	4000.0	18000.0	8496.1	P-peep	8.618119	20.161449	NaN	NaN	95.296112	0.000000
90	Spectrogram 1	1	703.060	703.270	4000.0	18000.0	8691.4	P-peep	7.744518	16.818232	NaN	NaN	81.215966	0.000000
128	Spectrogram 1	1	1087.270	1087.330	4000.0	18000.0	8300.8	P-peep	7.310319	14.970750	NaN	NaN	61.678568	0.000000
314	Spectrogram 1	1	2287.240	2287.360	4000.0	18000.0	8496.1	P-peep	7.057071	18.818857	NaN	NaN	78.958758	0.000000
488	Spectrogram 1	1	3124.150	3124.340	4000.0	18000.0	8984.4	P-peep	9.223937	22.476274	NaN	NaN	106.186747	0.000000
547	Spectrogram 1	1	3497.040	3497.100	4000.0	18000.0	8691.4	P-peep	9.969064	17.655751	NaN	NaN	81.053465	0.000000
569	Spectrogram 1	1	3645.850	3645.950	4000.0	18000.0	8691.4	P-peep	8.454543	17.731796	NaN	NaN	107.379072	0.000000
584	Spectrogram 1	1	3714.000	3714.060	4000.0	18000.0	9179.7	P-peep	9.477459	22.470102	NaN	NaN	88.504821	0.000000
622	Spectrogram 1	1	3980.850	3980.950	4000.0	18000.0	8593.7	P-peep	10.900408	16.287938	NaN	NaN	88.875522	0.000000
623	Spectrogram 1	1	3981.050	3981.160	4000.0	18000.0	8496.1	P-peep	8.084495	18.114450	NaN	NaN	86.207396	0.000000
624	Spectrogram 1	1	3981.610	3981.710	4000.0	18000.0	9082.0	P-peep	9.082857	20.897579	NaN	NaN	97.394235	0.000000
