Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
50	Spectrogram 1	1	2132.620	2132.850	4000.0	18000.0	8691.4	P-peep	14.046069	29.607524	NaN	NaN	135.644016	0.000000
1	Spectrogram 1	1	97.300	98.682	4000.0	18000.0	8398.4	Phee	13.778172	26.281801	NaN	NaN	129.974090	0.000000
2	Spectrogram 1	1	98.958	99.320	4000.0	18000.0	7910.2	Phee	16.017478	29.576695	NaN	NaN	142.950265	0.000000
3	Spectrogram 1	1	99.411	99.730	4000.0	18000.0	8496.1	Phee	17.399847	32.516496	NaN	NaN	159.171457	0.000000
4	Spectrogram 1	1	99.928	99.980	4000.0	18000.0	7421.9	Phee	11.899999	21.408534	NaN	NaN	102.443219	0.000000
5	Spectrogram 1	4	146.610	146.732	4000.0	18000.0	6640.6	Phee	10.367535	20.144917	NaN	NaN	125.184427	0.000000
7	Spectrogram 1	1	1219.708	1220.005	4000.0	18000.0	7812.5	Phee	14.556580	25.978357	NaN	NaN	113.004589	0.000000
8	Spectrogram 1	1	1220.082	1220.158	5000.0	11000.0	8496.1	Phee						
9	Spectrogram 1	1	1220.227	1220.304	4000.0	18000.0	8691.4	Phee	16.968456	30.791599	NaN	NaN	154.657972	0.000000
10	Spectrogram 1	1	1220.459	1220.620	4000.0	18000.0	7812.5	Phee	18.218791	33.130338	NaN	NaN	168.907620	0.000000
11	Spectrogram 1	1	1220.681	1221.122	4750.0	12750.0	8398.4	Phee						
12	Spectrogram 1	1	1221.295	1221.324	4000.0	18000.0	7519.5	Phee	8.942506	17.018314	NaN	NaN	79.999626	0.000000
13	Spectrogram 1	1	1221.411	1221.470	4000.0	18000.0	7812.5	Phee	15.641316	28.958520	NaN	NaN	165.041082	0.000000
14	Spectrogram 1	1	1221.677	1221.749	4000.0	18000.0	8007.8	Phee	13.136940	25.477652	NaN	NaN	111.087980	0.000000
