Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
106	Spectrogram 1	4	5.650	6.264	4000.0	18000.0	7128.9	Trill	9.001896	15.681633	NaN	NaN	59.925906	0.000000
107	Spectrogram 1	4	41.960	42.545	4000.0	18000.0	7226.6	Trill	7.757040	13.769228	NaN	NaN	55.633703	0.000000
108	Spectrogram 1	2	48.310	48.825	4000.0	18000.0	7714.8	Trill	10.088858	14.173596	NaN	NaN	87.655686	0.000000
109	Spectrogram 1	1	78.680	78.740	4000.0	18000.0	9570.3	P-peep	13.185878	20.597156	NaN	NaN	123.328577	0.000000
110	Spectrogram 1	1	79.440	79.500	4000.0	18000.0	9570.3	P-peep	8.057757	18.751566	NaN	NaN	103.201101	0.000000
111	Spectrogram 1	1	80.000	80.050	4000.0	18000.0	8398.4	P-peep	10.459803	17.761799	NaN	NaN	127.809095	0.000000
112	Spectrogram 1	2	85.830	85.860	4000.0	18000.0	17578.1	Sd-peep	9.667983	15.751206	NaN	NaN	72.429622	0.000000
113	Spectrogram 1	2	89.040	89.293	4000.0	18000.0	7812.5	Trill	15.010789	21.067048	NaN	NaN	120.747749	0.000000
114	Spectrogram 1	2	111.900	112.300	4000.0	18000.0	7324.2	Trill	14.364053	20.070868	NaN	NaN	131.841166	0.000000
115	Spectrogram 1	2	121.945	122.395	4000.0	18000.0	7324.2	Trill	8.356921	14.817110	NaN	NaN	84.522577	0.000000
116	Spectrogram 1	2	170.680	171.142	4000.0	18000.0	7910.2	Trill	14.797942	20.885468	NaN	NaN	125.546789	0.000000
117	Spectrogram 1	2	203.430	203.480	4000.0	18000.0	17675.8	Tse	8.168591	24.037328	NaN	NaN	58.275827	0.000000
118	Spectrogram 1	1	224.720	224.810	4000.0	18000.0	6445.3	Trill	10.385421	14.177242	NaN	NaN	64.089013	0.000000
119	Spectrogram 1	2	241.670	242.001	4000.0	18000.0	7128.9	Trill	12.412000	17.777670	NaN	NaN	80.348149	0.000000
120	Spectrogram 1	2	262.099	262.410	4000.0	18000.0	7519.5	Trill	8.818900	11.547779	NaN	NaN	67.980856	0.000000
121	Spectrogram 1	1	264.120	264.365	4000.0	18000.0	7519.5	Trill	12.835947	21.132843	NaN	NaN	122.855761	0.000000
122	Spectrogram 1	1	264.410	264.471	7673.3	9034.7	7714.8	Trill						
123	Spectrogram 1	4	265.943	266.422	4000.0	18000.0	7031.2	Trill	10.804302	14.473402	NaN	NaN	77.672613	0.000000
