Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
60	Spectrogram 1	1	32.460	32.800	4000.0	18000.0	8398.4	Trill	12.563059	18.341553	NaN	NaN	102.476145	0.000000
61	Spectrogram 1	2	40.260	40.350	4000.0	18000.0	7324.2	Trill	9.325416	14.549700	NaN	NaN	79.399497	0.000000
2	Spectrogram 1	2	68.993	69.460	4000.0	18000.0	8984.4	Trillphee	6.955106	14.609168	NaN	NaN	83.236334	0.000000
62	Spectrogram 1	3	99.120	99.640	4000.0	18000.0	9082.0	Trill	8.441556	14.689334	NaN	NaN	73.302904	0.000000
63	Spectrogram 1	1	129.660	129.720	4000.0	18000.0	9082.0	Trill	11.910491	17.021528	NaN	NaN	89.909911	0.000000
64	Spectrogram 1	1	152.440	152.500	4000.0	18000.0	8984.4	Trill	10.021739	17.350546	NaN	NaN	70.123495	0.000000
65	Spectrogram 1	2	152.880	153.210	4000.0	18000.0	8300.8	Trill	12.524970	20.725686	NaN	NaN	110.424518	0.000000
66	Spectrogram 1	2	257.430	257.657	4000.0	18000.0	7031.2	Trill	11.751983	14.634224	NaN	NaN	74.140631	0.000000
67	Spectrogram 1	2	285.980	286.720	4000.0	18000.0	8984.4	Trillphee	12.267901	23.979644	NaN	NaN	115.525884	0.000000
68	Spectrogram 1	3	294.036	294.123	8217.6	9606.5	8300.8	Trill						
69	Spectrogram 1	3	294.146	294.900	4000.0	18000.0	9375.0	Trill	9.096973	18.004110	NaN	NaN	88.902398	0.000000
70	Spectrogram 1	1	299.770	299.820	4000.0	18000.0	8691.4	P-peep	8.959298	12.455185	NaN	NaN	80.321895	0.000000
71	Spectrogram 1	1	303.840	303.900	4000.0	18000.0	9277.3	Sd-peep	9.463237	17.009344	NaN	NaN	63.912440	0.000000
72	Spectrogram 1	1	330.280	330.490	4000.0	18000.0	8886.7	Trill	12.330503	17.702707	NaN	NaN	97.204155	0.000000
73	Spectrogram 1	1	334.510	334.590	4000.0	18000.0	9082.0	Trill	12.871595	17.886775	NaN	NaN	112.534043	0.000000
74	Spectrogram 1	1	375.060	375.120	4000.0	18000.0	9082.0	Trill	10.414724	16.519462	NaN	NaN	92.749002	0.000000
75	Spectrogram 1	2	377.250	377.660	4000.0	18000.0	8203.1	Trill	13.079153	22.532047	NaN	NaN	133.574944	0.000000
76	Spectrogram 1	1	378.130	378.220	4000.0	18000.0	9082.0	Trill	12.224676	19.684622	NaN	NaN	117.252837	0.000000
77	Spectrogram 1	2	382.370	382.860	4000.0	18000.0	9082.0	Trillphee	11.646011	21.574588	NaN	NaN	126.680361	0.000000
78	Spectrogram 1	2	408.820	409.240	4000.0	18000.0	9082.0	Trillphee	7.494457	14.960154	NaN	NaN	73.953288	0.000000
79	Spectrogram 1	3	422.740	423.090	4000.0	18000.0	8789.1	Trill	9.254623	14.972131	NaN	NaN	79.632372	0.000000
80	Spectrogram 1	3	461.720	461.860	4000.0	18000.0	8886.7	Trill	8.740776	13.175318	NaN	NaN	59.431609	0.000000
81	Spectrogram 1	1	520.650	521.391	4000.0	18000.0	8691.4	Trill	16.710494	25.327334	NaN	NaN	127.889706	0.000000
82	Spectrogram 1	3	546.260	546.890	4000.0	18000.0	8984.4	Trill	8.239220	16.985289	NaN	NaN	77.453250	0.000000
83	Spectrogram 1	3	547.020	547.543	4000.0	18000.0	9179.7	Trill	7.926501	17.075504	NaN	NaN	91.617822	0.000000
84	Spectrogram 1	2	568.970	569.410	4000.0	18000.0	7812.5	Trill	7.678193	16.370757	NaN	NaN	68.700404	0.000000
85	Spectrogram 1	2	573.870	574.261	4000.0	18000.0	9082.0	Trill	14.289744	20.998665	NaN	NaN	106.782203	0.000000
6	Spectrogram 1	2	591.530	592.242	4000.0	18000.0	8398.4	Trillphee	8.396908	15.000000	NaN	NaN	141.249694	0.000000
86	Spectrogram 1	2	666.640	666.904	4000.0	18000.0	8203.1	Trill	8.357470	12.653323	NaN	NaN	67.849240	0.000000
87	Spectrogram 1	2	677.370	677.660	4000.0	18000.0	8691.4	Trill	12.584494	21.182925	NaN	NaN	103.946739	0.000000
88	Spectrogram 1	3	693.960	694.430	4000.0	18000.0	8886.7	Trill	14.593545	20.553688	NaN	NaN	99.978690	0.000000
89	Spectrogram 1	1	800.730	800.986	4000.0	18000.0	9375.0	Trill	8.309920	15.990952	NaN	NaN	69.362947	0.000000
90	Spectrogram 1	1	801.038	801.102	8796.3	12037.0	8886.7	Trill						
91	Spectrogram 1	1	801.850	801.900	4000.0	18000.0	9082.0	Trill	9.134071	15.593370	NaN	NaN	53.680266	0.000000
92	Spectrogram 1	1	957.560	957.620	4000.0	18000.0	9375.0	Sd-peep	7.935855	14.176615	NaN	NaN	69.098705	0.000000
93	Spectrogram 1	1	963.840	963.900	4000.0	18000.0	9082.0	P-peep	11.320035	24.494669	NaN	NaN	122.091196	0.000000
94	Spectrogram 1	1	964.080	964.170	4000.0	18000.0	9375.0	P-peep	8.136387	16.372399	NaN	NaN	79.202575	0.000000
95	Spectrogram 1	1	976.830	976.880	4000.0	18000.0	9179.7	P-peep	7.782119	19.711226	NaN	NaN	88.512403	0.000000
96	Spectrogram 1	3	986.630	987.317	4000.0	18000.0	8691.4	Trill	11.701257	20.801396	NaN	NaN	84.472422	0.000000
97	Spectrogram 1	2	1074.640	1074.870	4000.0	18000.0	7324.2	Trill	11.005013	17.329996	NaN	NaN	92.770880	0.000000
98	Spectrogram 1	2	1095.842	1096.170	4000.0	18000.0	8105.5	Trill	12.305486	19.737608	NaN	NaN	108.403689	0.000000
99	Spectrogram 1	1	1171.035	1171.244	4000.0	18000.0	9277.3	Trill	16.347225	23.402403	NaN	NaN	113.435004	0.000000
100	Spectrogram 1	2	1174.900	1175.120	4000.0	18000.0	7031.2	Trill	11.747413	16.883821	NaN	NaN	98.186416	0.000000
16	Spectrogram 1	1	1187.120	1188.547	4000.0	18000.0	8886.7	Phee	5.199895	15.000000	NaN	NaN	133.931984	0.000000
17	Spectrogram 1	1	1189.431	1190.826	4000.0	18000.0	8593.7	Phee	5.520941	15.000000	NaN	NaN	132.707873	0.000000
101	Spectrogram 1	2	1193.440	1193.657	4000.0	18000.0	7421.9	Trill	9.064311	12.859112	NaN	NaN	80.148725	0.000000
18	Spectrogram 1	1	1200.924	1202.765	4000.0	18000.0	8691.4	Phee	5.278600	15.000000	NaN	NaN	119.428715	0.000000
102	Spectrogram 1	1	1207.910	1208.150	4000.0	18000.0	8691.4	Trill	13.540256	20.769850	NaN	NaN	83.535106	0.000000
103	Spectrogram 1	2	1211.560	1211.783	4000.0	18000.0	7617.2	Trill	14.080734	19.275847	NaN	NaN	105.097075	0.000000
104	Spectrogram 1	2	1216.180	1216.460	4000.0	18000.0	8203.1	Trill	9.394869	14.220924	NaN	NaN	86.561280	0.000000
105	Spectrogram 1	1	1394.193	1394.227	9953.7	13888.9	10546.9	Twitter						
106	Spectrogram 1	1	1394.299	1394.343	4000.0	18000.0	8300.8	Twitter	7.300132	16.194534	NaN	NaN	43.805650	0.000000
107	Spectrogram 1	1	1394.436	1394.471	6250.0	13078.7	6933.6	Twitter						
108	Spectrogram 1	1	1394.563	1394.598	5439.8	11921.3	6543.0	Twitter						
109	Spectrogram 1	1	1394.691	1394.731	5902.8	13194.4	6543.0	Twitter						
110	Spectrogram 1	1	1394.818	1394.853	5208.3	13888.9	6543.0	Twitter						
111	Spectrogram 1	1	1394.942	1394.977	5092.6	15162.0	6640.6	Twitter						
112	Spectrogram 1	1	1395.067	1395.107	5092.6	15046.3	6640.6	Twitter						
113	Spectrogram 1	1	1395.197	1395.235	5439.8	14699.1	6738.3	Twitter						
114	Spectrogram 1	1	1395.319	1395.356	5439.8	16088.0	6640.6	Twitter						
115	Spectrogram 1	1	1395.429	1395.475	5439.8	12615.7	7910.2	Twitter						
116	Spectrogram 1	1	1395.556	1395.582	7175.9	10995.4	7714.8	Twitter						
117	Spectrogram 1	3	1480.014	1480.714	4000.0	18000.0	9082.0	Trill	10.054036	15.072141	NaN	NaN	67.731855	0.000000
118	Spectrogram 1	2	1532.143	1532.233	4000.0	18000.0	8105.5	Trill	10.986908	16.820119	NaN	NaN	95.475773	0.000000
119	Spectrogram 1	3	1597.680	1598.050	4000.0	18000.0	8789.1	Trill	9.352421	13.634142	NaN	NaN	73.754173	0.000000
120	Spectrogram 1	1	1717.400	1717.440	4000.0	18000.0	10156.2	Sd-peep	7.882067	13.092944	NaN	NaN	60.682812	0.000000
121	Spectrogram 1	1	1745.530	1745.640	4000.0	18000.0	9375.0	Tse	8.173147	22.063692	NaN	NaN	47.981320	0.000000
122	Spectrogram 1	1	1745.830	1746.070	4000.0	18000.0	8789.1	P-peep	8.649593	21.198994	NaN	NaN	95.131082	0.000000
123	Spectrogram 1	1	1747.920	1747.980	4000.0	18000.0	11132.8	Tse	13.121165	22.479421	NaN	NaN	46.830174	0.000000
124	Spectrogram 1	1	1755.330	1755.390	4000.0	18000.0	9375.0	P-peep	9.125878	16.680468	NaN	NaN	82.053353	0.000000
125	Spectrogram 1	1	1756.320	1756.400	4000.0	18000.0	8984.4	P-peep	8.067753	17.990787	NaN	NaN	78.277401	0.000000
126	Spectrogram 1	3	1766.720	1766.930	4000.0	18000.0	9960.9	Sd-peep	8.701766	18.644169	NaN	NaN	100.655400	0.000000
127	Spectrogram 1	1	1824.690	1824.800	4000.0	18000.0	7812.5	Sd-peep	7.534796	14.032756	NaN	NaN	46.859349	0.000000
128	Spectrogram 1	2	1832.053	1832.232	4000.0	18000.0	7714.8	Trill	10.519166	17.096225	NaN	NaN	87.517713	0.000000
129	Spectrogram 1	1	1833.670	1833.780	4000.0	18000.0	8789.1	Tse	7.519410	18.864465	NaN	NaN	47.629820	0.000000
