Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
21	Spectrogram 1	3	36.948	37.664	4000.0	18000.0	8789.1	Trillphee	10.971275	14.985540	NaN	NaN	128.364204	0.000000
60	Spectrogram 1	1	38.697	38.825	4106.9	11070.9	8593.7	Phee						
61	Spectrogram 1	1	38.913	38.978	3392.7	11249.4	8691.4	Phee						
62	Spectrogram 1	1	39.109	39.860	4821.2	10713.7	8691.4	Phee						
49	Spectrogram 1	4	47.630	47.810	4000.0	18000.0	8886.7	Trill-Twitter	13.527982	22.672454	NaN	NaN	107.161624	0.000000
30	Spectrogram 1	4	47.900	47.960	4000.0	18000.0	7128.9	Twitter	13.206321	24.058777	NaN	NaN	84.137924	0.000000
23	Spectrogram 1	4	48.050	48.110	4000.0	18000.0	6835.9	Twitter	13.182351	23.370345	NaN	NaN	91.727737	0.000000
42	Spectrogram 1	4	48.190	48.250	4000.0	18000.0	6835.9	Twitter	14.496864	24.206697	NaN	NaN	92.815657	0.000000
29	Spectrogram 1	4	48.320	48.396	4000.0	18000.0	6738.3	Twitter	12.217337	21.492315	NaN	NaN	85.700646	0.000000
22	Spectrogram 1	4	48.460	48.540	4000.0	18000.0	6738.3	Twitter	11.958439	21.112039	NaN	NaN	104.842347	0.000000
44	Spectrogram 1	4	48.614	48.660	4000.0	18000.0	6152.3	Twitter	8.613312	13.639364	NaN	NaN	64.513262	0.000000
63	Spectrogram 1	4	153.129	153.211	3178.0	14698.3	9179.7	Twitter						
64	Spectrogram 1	4	153.289	153.345	1390.4	13109.3	7324.2	Twitter						
65	Spectrogram 1	4	153.446	153.492	1390.4	12314.8	6738.3	Twitter						
66	Spectrogram 1	4	153.580	153.635	2582.1	12314.8	6933.6	Twitter						
67	Spectrogram 1	4	153.714	153.776	2780.8	11123.0	6835.9	Twitter						
68	Spectrogram 1	4	153.858	153.897	1191.8	10725.8	6640.6	Twitter						
69	Spectrogram 1	4	168.209	168.304	3972.5	14102.4	8398.4	Twitter						
70	Spectrogram 1	4	168.385	168.441	2582.1	12712.0	8398.4	Twitter						
71	Spectrogram 1	4	168.526	168.581	2184.9	12314.8	8398.4	Twitter						
72	Spectrogram 1	4	168.663	168.725	2979.4	13109.3	8203.1	Twitter						
73	Spectrogram 1	4	168.800	168.872	2184.9	12712.0	7812.5	Twitter						
74	Spectrogram 1	4	168.944	169.012	1787.6	12712.0	7714.8	Twitter						
75	Spectrogram 1	4	169.071	169.130	2780.8	10924.4	6250.0	Twitter						
40	Spectrogram 1	2	204.423	204.524	6068.0	16019.4	10449.2	Twitter						
24	Spectrogram 1	2	204.639	204.676	5582.5	14805.8	9570.3	Twitter						
37	Spectrogram 1	2	204.780	204.830	4000.0	18000.0	9472.7	Twitter	12.380915	25.134206	NaN	NaN	89.068624	0.000000
48	Spectrogram 1	2	204.920	204.980	4000.0	18000.0	8886.7	Twitter	10.241590	22.595298	NaN	NaN	92.318877	0.000000
33	Spectrogram 1	2	205.063	205.121	4000.0	18000.0	8886.7	Twitter	7.361920	17.186360	NaN	NaN	71.903112	0.000000
41	Spectrogram 1	2	205.201	205.262	3640.8	14320.4	8886.7	Twitter						
25	Spectrogram 1	2	205.333	205.402	3155.3	13349.5	8203.1	Twitter						
53	Spectrogram 1	2	205.466	205.530	4000.0	18000.0	7812.5	Twitter	9.907766	19.817509	NaN	NaN	120.670481	0.000000
54	Spectrogram 1	2	205.612	205.647	4000.0	18000.0	7812.5	Twitter	7.651957	13.733777	NaN	NaN	119.371797	0.000000
76	Spectrogram 1	1	372.416	372.455	7547.8	15294.2	11523.4	Twitter						
77	Spectrogram 1	1	372.540	372.573	4767.0	13903.8	8398.4	Twitter						
78	Spectrogram 1	1	372.661	372.700	3376.6	13903.8	8007.8	Twitter						
79	Spectrogram 1	1	372.792	372.824	3972.5	13307.9	7421.9	Twitter						
80	Spectrogram 1	1	372.919	372.958	3376.6	12910.7	7324.2	Twitter						
81	Spectrogram 1	1	373.046	373.079	3178.0	13307.9	7421.9	Twitter						
82	Spectrogram 1	1	373.167	373.203	2582.1	13705.2	7324.2	Twitter						
83	Spectrogram 1	1	373.295	373.334	3773.9	13307.9	7519.5	Twitter						
84	Spectrogram 1	1	373.412	373.451	3773.9	13109.3	7324.2	Twitter						
85	Spectrogram 1	1	373.530	373.569	4171.1	12116.2	7324.2	Twitter						
86	Spectrogram 1	1	373.641	373.690	4767.0	11917.5	7324.2	Twitter						
87	Spectrogram 1	1	373.762	373.794	5958.8	10725.8	7421.9	Twitter						
2	Spectrogram 1	1	453.467	453.860	4000.0	18000.0	8105.5	Trill	10.339390	18.623617	NaN	NaN	75.806698	0.000000
88	Spectrogram 1	1	495.542	496.127	5362.9	10924.4	7812.5	Trill						
89	Spectrogram 1	1	558.051	558.339	1787.6	11123.0	8203.1	Trill						
90	Spectrogram 1	1	558.636	559.253	3575.3	11917.5	8984.4	Phee						
191	Spectrogram 1	1	590.749	592.762	5719.0	11437.9	8984.4	Phee						
91	Spectrogram 1	2	620.016	620.222	1191.8	10924.4	8593.7	Trill						
92	Spectrogram 1	2	714.397	714.593	3376.6	10924.4	8593.7	Trill						
93	Spectrogram 1	1	763.749	764.079	4369.8	12314.8	8789.1	Trill						
94	Spectrogram 1	3	776.262	777.320	4369.8	11321.7	8789.1	Phee						
43	Spectrogram 1	1	839.271	839.314	6796.1	16504.9	11523.4	Twitter						
50	Spectrogram 1	1	839.401	839.427	5825.2	14320.4	7714.8	Twitter						
45	Spectrogram 1	1	839.519	839.547	3883.5	13349.5	7324.2	Twitter						
36	Spectrogram 1	1	839.645	839.677	4126.2	13592.2	7128.9	Twitter						
28	Spectrogram 1	1	839.772	839.812	3640.8	14563.1	7128.9	Twitter						
59	Spectrogram 1	1	839.895	839.933	4368.9	15291.3	7324.2	Twitter						
32	Spectrogram 1	1	840.016	840.053	3398.1	14563.1	7226.6	Twitter						
26	Spectrogram 1	1	840.143	840.180	3155.3	14805.8	7031.2	Twitter						
34	Spectrogram 1	1	840.258	840.301	2669.9	14077.7	7031.2	Twitter						
31	Spectrogram 1	1	840.373	840.419	4368.9	13106.8	7031.2	Twitter						
57	Spectrogram 1	1	840.491	840.528	3883.5	13106.8	6933.6	Twitter						
192	Spectrogram 1	1	840.599	840.641	4085.0	10947.7	8300.8	Twitter						
193	Spectrogram 1	2	850.497	851.125	4738.6	12091.5	8789.1	Trillphee						
194	Spectrogram 1	2	1032.834	1033.835	5065.4	10294.1	9375.0	Phee						
95	Spectrogram 1	2	1033.978	1034.216	2184.9	11520.3	8398.4	Phee						
96	Spectrogram 1	1	1073.633	1073.701	3575.3	11917.5	9082.0	Trill						
35	Spectrogram 1	1	1142.997	1143.089	6310.7	15291.3	11132.8	Twitter						
52	Spectrogram 1	1	1143.160	1143.192	4854.4	12864.1	8398.4	Twitter						
27	Spectrogram 1	1	1143.278	1143.304	3883.5	12864.1	7812.5	Twitter						
46	Spectrogram 1	1	1143.398	1143.422	3155.3	13592.2	7714.8	Twitter						
56	Spectrogram 1	1	1143.518	1143.551	2912.6	12621.4	7519.5	Twitter						
38	Spectrogram 1	1	1143.632	1143.669	2912.6	12378.6	7617.2	Twitter						
58	Spectrogram 1	1	1143.744	1143.784	2669.9	13349.5	7617.2	Twitter						
51	Spectrogram 1	1	1143.858	1143.896	3398.1	12621.4	7519.5	Twitter						
55	Spectrogram 1	1	1143.974	1144.014	2184.5	13592.2	7519.5	Twitter						
47	Spectrogram 1	1	1144.089	1144.130	2427.2	12135.9	7421.9	Twitter						
39	Spectrogram 1	1	1144.207	1144.248	3398.1	12378.6	7421.9	Twitter						
195	Spectrogram 1	1	1144.315	1144.339	3594.8	9967.3	7324.2	Twitter						
97	Spectrogram 1	1	1245.222	1245.565	2780.8	12314.8	8300.8	Trill						
13	Spectrogram 1	1	1344.878	1345.119	3883.5	9466.0	6640.6	Trill						
4	Spectrogram 1	1	1345.211	1345.278	3883.5	10679.6	7812.5	Trill						
98	Spectrogram 1	2	1390.077	1390.345	794.5	10725.8	7421.9	Trill						
99	Spectrogram 1	3	1431.426	1432.226	3376.6	10924.4	8886.7	Phee						
100	Spectrogram 1	3	1432.438	1432.899	2979.4	10328.5	8691.4	Phee						
101	Spectrogram 1	4	1693.970	1694.088	3773.9	9931.3	7519.5	Trill						
102	Spectrogram 1	2	1880.992	1881.182	2582.1	10924.4	7519.5	Trill						
103	Spectrogram 1	1	1911.869	1911.902	5164.3	15890.0	13769.5	Twitter						
104	Spectrogram 1	1	1911.974	1912.005	2582.1	13109.3	8007.8	Twitter						
105	Spectrogram 1	1	1912.095	1912.130	4369.8	13109.3	7714.8	Twitter						
106	Spectrogram 1	1	1912.226	1912.256	4171.1	13109.3	7519.5	Twitter						
107	Spectrogram 1	1	1912.350	1912.383	4568.4	13307.9	7519.5	Twitter						
108	Spectrogram 1	1	1912.475	1912.505	2383.5	13307.9	7421.9	Twitter						
109	Spectrogram 1	1	1912.597	1912.630	4568.4	12513.4	7519.5	Twitter						
110	Spectrogram 1	1	1912.713	1912.752	4369.8	11917.5	8398.4	Twitter						
111	Spectrogram 1	1	1912.828	1912.867	4369.8	12513.4	8496.1	Twitter						
112	Spectrogram 1	1	1912.955	1912.978	4568.4	11321.7	8007.8	Twitter						
18	Spectrogram 1	2	1978.439	1978.738	4368.9	12378.6	7910.2	Trill						
3	Spectrogram 1	1	1993.353	1993.646	5582.5	10194.2	7324.2	Trill						
8	Spectrogram 1	1	1993.700	1993.780	4000.0	18000.0	8300.8	Trill	17.776785	15.851209	NaN	NaN	133.075677	0.000000
113	Spectrogram 1	4	2096.256	2096.315	3972.5	12314.8	8984.4	Twitter						
114	Spectrogram 1	4	2096.403	2096.442	1986.3	12712.0	6933.6	Twitter						
115	Spectrogram 1	4	2096.543	2096.579	2582.1	12314.8	6933.6	Twitter						
116	Spectrogram 1	4	2096.677	2096.720	3376.6	12116.2	6933.6	Twitter						
117	Spectrogram 1	4	2096.808	2096.855	2582.1	11321.7	6738.3	Twitter						
118	Spectrogram 1	4	2096.948	2097.000	2979.4	11520.3	6543.0	Twitter						
119	Spectrogram 1	4	2097.082	2097.121	3773.9	10527.2	6543.0	Twitter						
121	Spectrogram 1	3	2178.031	2178.978	4369.8	11520.3	8789.1	Trillphee						
122	Spectrogram 1	2	2321.347	2321.612	2979.4	10725.8	8691.4	Trill						
123	Spectrogram 1	2	2336.811	2337.114	4369.8	11321.7	8593.7	Trill						
124	Spectrogram 1	2	2346.580	2347.004	3575.3	9931.3	7226.6	Trill						
125	Spectrogram 1	2	2376.308	2376.562	2780.8	10725.8	7617.2	Trill						
126	Spectrogram 1	2	2407.483	2407.773	2780.8	9732.6	7519.5	Trill						
127	Spectrogram 1	2	2412.324	2412.624	993.1	10129.9	6738.3	Trill						
5	Spectrogram 1	2	2442.350	2442.543	4000.0	18000.0	8007.8	Trill	16.057254	17.589602	NaN	NaN	123.381351	0.000000
128	Spectrogram 1	1	2479.170	2479.229	4568.4	11520.3	8496.1	Trill						
129	Spectrogram 1	1	2479.464	2479.546	3972.5	10725.8	8593.7	Trill						
130	Spectrogram 1	1	2479.608	2479.653	4965.6	11123.0	8398.4	Trill						
10	Spectrogram 1	2	2481.119	2481.390	4126.2	11893.2	8007.8	Trill						
131	Spectrogram 1	2	2529.387	2529.635	1986.3	10328.5	7812.5	Trill						
132	Spectrogram 1	1	2578.186	2578.245	6157.4	11917.5	9960.9	Trill						
15	Spectrogram 1	3	2733.150	2733.932	5339.8	12135.9	8105.5	Trill						
133	Spectrogram 1	2	2897.713	2897.879	3575.3	9931.3	8105.5	Trill						
134	Spectrogram 1	2	2936.774	2936.976	2780.8	11321.7	7617.2	Trill						
1	Spectrogram 1	2	2963.895	2963.996	4000.0	18000.0	7519.5	Trill	16.545975	17.772468	NaN	NaN	159.588385	0.000000
135	Spectrogram 1	1	2968.463	2969.403	4965.6	10328.5	9472.7	Trillphee						
136	Spectrogram 1	1	2969.449	2969.508	2184.9	11123.0	9570.3	Phee						
137	Spectrogram 1	1	2969.726	2970.148	5958.8	10924.4	9179.7	Phee						
138	Spectrogram 1	1	2970.255	2970.340	5164.3	12712.0	9960.9	Phee						
139	Spectrogram 1	1	2970.442	2970.487	4568.4	11123.0	9179.7	Phee						
12	Spectrogram 1	2	2974.530	2974.630	3883.5	12378.6	7031.2	Trill						
6	Spectrogram 1	1	2987.709	2987.950	5097.1	10922.3	8984.4	Trill						
16	Spectrogram 1	1	2988.914	2989.008	6310.7	11407.8	8789.1	Trill						
140	Spectrogram 1	2	3262.612	3262.984	1787.6	9931.3	6835.9	Trill						
141	Spectrogram 1	2	3277.115	3277.327	2979.4	10129.9	7421.9	Trill						
142	Spectrogram 1	2	3278.157	3278.337	2582.1	9732.6	7519.5	Trill						
143	Spectrogram 1	2	3282.585	3282.941	2780.8	9136.8	7421.9	Trill						
144	Spectrogram 1	2	3287.904	3287.998	3178.0	9534.0	7519.5	Trill						
145	Spectrogram 1	4	3290.007	3290.245	3178.0	8938.1	7031.2	Trill						
146	Spectrogram 1	4	3315.018	3316.321	2780.8	9732.6	7714.8	Phee						
7	Spectrogram 1	2	3349.396	3349.612	3155.3	9951.5	7128.9	Trill						
147	Spectrogram 1	2	3381.956	3382.208	3178.0	10725.8	8105.5	Trill						
148	Spectrogram 1	2	3452.435	3452.726	5362.9	10725.8	7910.2	Trill						
149	Spectrogram 1	2	3462.752	3463.019	3773.9	10129.9	8007.8	Trill						
150	Spectrogram 1	2	3578.171	3578.337	2979.4	9335.4	6640.6	Trill						
151	Spectrogram 1	2	3580.747	3580.946	2780.8	9931.3	6640.6	Trill						
152	Spectrogram 1	2	3590.581	3590.842	0.0	10527.2	97.7	Trill						
14	Spectrogram 1	2	3595.735	3595.859	3398.1	9951.5	7714.8	Trill						
9	Spectrogram 1	2	3612.184	3612.412	5582.5	17475.7	8007.8	Trill						
20	Spectrogram 1	2	3617.548	3617.988	4000.0	18000.0	8203.1	Trill	15.811667	16.727598	NaN	NaN	149.694583	0.000000
19	Spectrogram 1	2	3635.222	3635.455	4000.0	18000.0	7812.5	Trill	15.666743	17.606932	NaN	NaN	133.415831	0.000000
153	Spectrogram 1	2	3718.201	3718.583	2582.1	10527.2	8007.8	Trill						
154	Spectrogram 1	2	3766.357	3766.644	2582.1	9335.4	6933.6	Trill						
155	Spectrogram 1	2	3784.752	3785.029	3376.6	9534.0	7617.2	Trill						
156	Spectrogram 1	1	3807.025	3807.423	2383.5	9136.8	7519.5	Trill						
17	Spectrogram 1	2	3810.014	3810.227	2184.5	13106.8	7812.5	Trill						
157	Spectrogram 1	1	3810.607	3810.653	8540.9	16088.7	13671.9	Twitter						
158	Spectrogram 1	1	3810.733	3810.761	4568.4	13903.8	8300.8	Twitter						
159	Spectrogram 1	1	3810.865	3810.892	4171.1	12513.4	7812.5	Twitter						
160	Spectrogram 1	1	3810.994	3811.024	3376.6	12712.0	7324.2	Twitter						
161	Spectrogram 1	1	3811.123	3811.160	4369.8	13705.2	7324.2	Twitter						
162	Spectrogram 1	1	3811.250	3811.287	3178.0	14102.4	7324.2	Twitter						
163	Spectrogram 1	1	3811.377	3811.412	2780.8	13307.9	7324.2	Twitter						
164	Spectrogram 1	1	3811.495	3811.534	3178.0	13506.5	7226.6	Twitter						
165	Spectrogram 1	1	3811.613	3811.650	3575.3	12314.8	7226.6	Twitter						
166	Spectrogram 1	1	3811.724	3811.758	4568.4	10129.9	7812.5	Twitter						
167	Spectrogram 1	1	3845.020	3845.052	7945.0	16684.5	13476.6	Twitter						
168	Spectrogram 1	1	3845.137	3845.172	3972.5	15095.5	7617.2	Twitter						
169	Spectrogram 1	1	3845.262	3845.299	3773.9	13705.2	7324.2	Twitter						
170	Spectrogram 1	1	3845.408	3845.438	4369.8	13705.2	7226.6	Twitter						
171	Spectrogram 1	1	3845.544	3845.581	3575.3	14102.4	6933.6	Twitter						
172	Spectrogram 1	1	3845.678	3845.717	2780.8	14301.0	6933.6	Twitter						
173	Spectrogram 1	1	3845.805	3845.851	2184.9	13903.8	6835.9	Twitter						
174	Spectrogram 1	1	3845.932	3845.971	4171.1	14698.3	7128.9	Twitter						
175	Spectrogram 1	1	3846.047	3846.096	3773.9	13109.3	7031.2	Twitter						
176	Spectrogram 1	1	3846.165	3846.211	3773.9	12116.2	6835.9	Twitter						
177	Spectrogram 1	1	3846.280	3846.324	4369.8	11520.3	8203.1	Twitter						
178	Spectrogram 1	1	3846.412	3846.437	5164.3	9732.6	8300.8	Twitter						
179	Spectrogram 1	2	3876.287	3876.532	3773.9	10527.2	8593.7	Trill						
180	Spectrogram 1	2	4024.202	4024.284	1589.0	10328.5	7324.2	Trill						
181	Spectrogram 1	3	4040.073	4040.461	3773.9	9534.0	8105.5	Phee						
182	Spectrogram 1	2	4280.827	4280.996	4171.1	10328.5	7910.2	Trill						
183	Spectrogram 1	2	4281.712	4282.009	4369.8	9931.3	7617.2	Trill						
184	Spectrogram 1	2	4286.855	4287.093	2383.5	9931.3	7226.6	Trill						
185	Spectrogram 1	4	4297.152	4297.567	1787.6	10129.9	7617.2	Phee						
186	Spectrogram 1	2	4299.925	4300.088	2979.4	10328.5	7714.8	Trill						
187	Spectrogram 1	2	4302.201	4302.374	1191.8	9335.4	7421.9	Trill						
188	Spectrogram 1	1	4317.248	4317.332	4965.6	11520.3	9179.7	Trill						
189	Spectrogram 1	1	4317.352	4317.713	4965.6	10924.4	8984.4	Trill						
11	Spectrogram 1	2	4377.340	4377.438	3155.3	10194.2	8007.8	Trill						
