Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
50	Spectrogram 1	4	511.968	513.221	3512.4	12603.3	6933.6	Phee						
51	Spectrogram 1	4	513.377	514.413	2066.1	13223.1	6835.9	Phee						
52	Spectrogram 1	4	524.712	526.148	2892.6	16942.1	7128.9	Phee						
53	Spectrogram 1	4	526.298	527.205	1859.5	16528.9	6152.3	Phee						
23	Spectrogram 1	1	1200.870	1201.330	4000.0	18000.0	8105.5	Phee	7.465128	14.827830	NaN	NaN	71.242733	0.000000
26	Spectrogram 1	1	2490.713	2490.829	5163.0	13587.0	7910.2	Phee						
27	Spectrogram 1	1	2490.872	2490.961	1358.7	13043.5	8496.1	Phee						
28	Spectrogram 1	1	2491.049	2491.240	4000.0	18000.0	8789.1	Phee	11.874770	26.341091	NaN	NaN	121.950576	0.000000
29	Spectrogram 1	1	2491.390	2491.460	4000.0	18000.0	8203.1	Phee	12.545479	24.587886	NaN	NaN	127.381489	0.000000
30	Spectrogram 1	1	2491.589	2491.646	4000.0	18000.0	8496.1	Phee	10.609401	21.208599	NaN	NaN	84.225409	0.000000
1	Spectrogram 1	2	17.058	17.750	4000.0	18000.0	7031.2	Trill	17.113355	25.731704	NaN	NaN	135.186534	0.000000
2	Spectrogram 1	2	17.990	18.080	4000.0	18000.0	7812.5	Trill	12.939820	20.972965	NaN	NaN	108.632318	0.000000
22	Spectrogram 1	1	1199.584	1200.080	4000.0	18000.0	7226.6	Trill	8.597954	14.590039	NaN	NaN	61.376156	0.000000
24	Spectrogram 1	3	1279.197	1279.463	4000.0	18000.0	7617.2	Trill	7.168233	13.237978	NaN	NaN	48.963205	0.000000
25	Spectrogram 1	3	1279.510	1279.606	4891.3	16304.3	7714.8	Trill						
31	Spectrogram 1	1	2897.240	2897.309	4000.0	18000.0	5078.1	Trill	10.221357	13.170326	NaN	NaN	46.485039	0.000000
32	Spectrogram 1	3	3366.080	3366.175	4000.0	18000.0	7812.5	Trill	8.817364	13.262676	NaN	NaN	56.976669	0.000000
33	Spectrogram 1	3	3366.218	3366.299	4347.8	13043.5	7812.5	Trill						
34	Spectrogram 1	3	3366.386	3366.636	4000.0	18000.0	7910.2	Trill	9.249261	13.320127	NaN	NaN	58.877823	0.000000
49	Spectrogram 1	3	4840.830	4841.243	4000.0	18000.0	6933.6	Trill	8.340700	13.435217	NaN	NaN	61.573657	0.000000
3	Spectrogram 1	4	331.484	331.510	2989.1	15760.9	8007.8	Twitter						
4	Spectrogram 1	4	331.630	331.665	3532.6	14945.7	10351.6	Twitter						
5	Spectrogram 1	4	331.760	331.811	4000.0	18000.0	6933.6	Twitter	7.148534	14.986621	NaN	NaN	58.231219	0.000000
6	Spectrogram 1	4	331.903	331.948	3260.9	13315.2	7324.2	Twitter						
7	Spectrogram 1	4	332.031	332.070	4076.1	11684.8	7226.6	Twitter						
8	Spectrogram 1	4	511.038	511.076	2989.1	14130.4	7031.2	Twitter						
9	Spectrogram 1	4	511.190	511.233	1358.7	12500.0	6738.3	Twitter						
10	Spectrogram 1	4	511.355	511.406	3532.6	12500.0	6445.3	Twitter						
11	Spectrogram 1	4	511.505	511.564	543.5	12500.0	6250.0	Twitter						
12	Spectrogram 1	4	511.654	511.729	4076.1	11956.5	6250.0	Twitter						
13	Spectrogram 1	4	511.806	511.898	2989.1	11413.0	6152.3	Twitter						
14	Spectrogram 1	4	523.374	523.424	4000.0	18000.0	7324.2	Twitter	9.387344	19.489278	NaN	NaN	76.849468	0.000000
15	Spectrogram 1	4	523.546	523.591	4000.0	18000.0	6445.3	Twitter	7.604592	18.442670	NaN	NaN	59.807550	0.000000
16	Spectrogram 1	4	523.710	523.772	4000.0	18000.0	6250.0	Twitter	7.552394	19.230403	NaN	NaN	66.809097	0.000000
17	Spectrogram 1	4	523.876	523.941	4891.3	11141.3	6152.3	Twitter						
18	Spectrogram 1	4	524.030	524.102	3532.6	11141.3	6152.3	Twitter						
19	Spectrogram 1	4	524.197	524.266	3260.9	11956.5	5957.0	Twitter						
20	Spectrogram 1	4	524.348	524.439	3260.9	12228.3	5761.7	Twitter						
21	Spectrogram 1	4	524.510	524.630	4000.0	18000.0	5566.4	Twitter	10.585361	22.369200	NaN	NaN	111.155784	0.000000
35	Spectrogram 1	4	3638.880	3638.924	4000.0	18000.0	6543.0	Twitter	7.520208	18.804148	NaN	NaN	41.264968	0.000000
36	Spectrogram 1	4	3639.030	3639.091	2445.7	12228.3	6445.3	Twitter						
37	Spectrogram 1	4	3639.164	3639.219	2989.1	11413.0	6250.0	Twitter						
38	Spectrogram 1	1	3753.101	3753.122	6250.0	17119.6	12988.3	Twitter						
39	Spectrogram 1	1	3753.199	3753.223	4000.0	18000.0	8105.5	Twitter	11.700717	21.037509	NaN	NaN	43.923413	0.000000
40	Spectrogram 1	1	3753.316	3753.342	4000.0	18000.0	7910.2	Twitter	7.725242	17.437003	NaN	NaN	40.573641	0.000000
41	Spectrogram 1	1	3753.436	3753.461	4347.8	13858.7	7519.5	Twitter						
42	Spectrogram 1	1	3753.546	3753.580	3532.6	13587.0	7617.2	Twitter						
43	Spectrogram 1	1	3753.658	3753.694	2717.4	14673.9	7617.2	Twitter						
