Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
212	Spectrogram 1	4	2444.988	2444.998	3417.3	20323.7	7812.5	Peep						
14	Spectrogram 1	4	166.173	166.210	4000.0	18000.0	7031.2	Phee	11.999436	13.514160	NaN	NaN	59.126118	0.000000
22	Spectrogram 1	4	267.171	267.323	4000.0	18000.0	6445.3	Phee	10.239016	16.695422	NaN	NaN	72.592829	0.000000
122	Spectrogram 1	1	1450.859	1452.670	4000.0	18000.0	8593.7	Phee	19.031248	38.282697	NaN	NaN	174.351711	0.000000
123	Spectrogram 1	2	1912.853	1914.466	4000.0	18000.0	8984.4	Phee	17.937340	35.302939	NaN	NaN	55.484503	0.000000
124	Spectrogram 1	2	1915.293	1916.389	4000.0	18000.0	8984.4	Phee	16.686490	32.800539	NaN	NaN	60.154634	0.000000
137	Spectrogram 1	2	2065.550	2066.390	4000.0	18000.0	8984.4	Phee	9.616900	22.166460	NaN	NaN	104.820579	0.000000
145	Spectrogram 1	1	2102.813	2102.870	4000.0	18000.0	8398.4	Phee	8.106650	19.753497	NaN	NaN	56.272903	0.000000
146	Spectrogram 1	1	2103.038	2103.090	4000.0	18000.0	8398.4	Phee	11.472425	23.732809	NaN	NaN	89.677148	0.000000
147	Spectrogram 1	1	2103.268	2103.320	4000.0	18000.0	8593.7	Phee	9.714553	21.435164	NaN	NaN	72.752917	0.000000
149	Spectrogram 1	1	2243.185	2243.366	4000.0	18000.0	8203.1	Phee	12.271753	20.103459	NaN	NaN	91.200552	0.000000
179	Spectrogram 1	4	2445.670	2445.710	4000.0	18000.0	4687.5	Phee	8.530922	10.687622	NaN	NaN	62.516895	0.000000
180	Spectrogram 1	1	2535.720	2537.960	4000.0	18000.0	8398.4	Phee	20.136472	36.697465	NaN	NaN	139.891361	0.000000
208	Spectrogram 1	2	3008.691	3009.951	4000.0	18000.0	9179.7	Phee	16.580804	33.791107	NaN	NaN	52.862899	0.000000
213	Spectrogram 1	4	2386.064	2386.118	4496.4	18165.5	7226.6	Phee						
216	Spectrogram 1	4	396.121	397.604	3237.4	17805.8	6640.6	Phee						
1	Spectrogram 1	1	16.470	16.597	4000.0	18000.0	7617.2	Trill	10.745472	17.568871	NaN	NaN	71.066762	0.000000
2	Spectrogram 1	4	95.170	95.533	4000.0	18000.0	7226.6	Trill	16.596936	19.319222	NaN	NaN	99.232884	0.000000
3	Spectrogram 1	3	106.630	107.109	4000.0	18000.0	7617.2	Trill	11.361873	16.428903	NaN	NaN	76.948806	0.000000
4	Spectrogram 1	4	134.557	134.791	4000.0	18000.0	7031.2	Trill	15.100076	17.611198	NaN	NaN	75.498580	0.000000
5	Spectrogram 1	4	134.920	135.104	4000.0	18000.0	6835.9	Trill	15.894863	19.218598	NaN	NaN	99.609357	0.000000
6	Spectrogram 1	4	135.226	135.340	4000.0	18000.0	4492.2	Trill	13.937291	17.420706	NaN	NaN	93.488969	0.000000
7	Spectrogram 1	1	137.510	137.620	4000.0	18000.0	8203.1	Trill	14.206074	19.294298	NaN	NaN	107.200156	0.000000
10	Spectrogram 1	1	139.623	139.737	4000.0	18000.0	8398.4	Trill	11.346192	16.096566	NaN	NaN	78.199779	0.000000
11	Spectrogram 1	4	140.176	140.203	4000.0	18000.0	8593.7	Trill	13.088377	14.054988	NaN	NaN	62.707799	0.000000
