Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	23.837	23.871	6944.4	18055.6	10937.5	Twitter						
2	Spectrogram 1	1	23.957	23.984	5555.6	15833.3	8398.4	Twitter						
3	Spectrogram 1	1	24.091	24.111	3055.6	14444.4	7031.2	Twitter						
4	Spectrogram 1	1	24.222	24.241	1111.1	15000.0	7128.9	Twitter						
5	Spectrogram 1	1	24.354	24.388	4000.0	18000.0	7031.2	Twitter	8.444275	18.104081	NaN	NaN	53.028555	0.000000
6	Spectrogram 1	1	24.481	24.520	3055.6	14722.2	7031.2	Twitter						
7	Spectrogram 1	1	24.610	24.647	3333.3	14444.4	7031.2	Twitter						
8	Spectrogram 1	1	24.730	24.767	1111.1	15833.3	7031.2	Twitter						
9	Spectrogram 1	1	24.848	24.894	4166.7	15277.8	7031.2	Twitter						
10	Spectrogram 1	1	24.973	25.016	4444.4	13611.1	6933.6	Twitter						
11	Spectrogram 1	1	25.090	25.123	4722.2	13055.6	7031.2	Twitter						
12	Spectrogram 1	1	25.208	25.240	4722.2	11944.4	7910.2	Twitter						
13	Spectrogram 1	1	34.131	34.601	3367.2	9891.1	7519.5	Trill						
14	Spectrogram 1	1	54.214	54.263	4419.4	12206.0	8691.4	Trill						
15	Spectrogram 1	1	54.351	54.387	3577.6	10943.3	8496.1	Trill						
16	Spectrogram 1	1	196.574	196.871	2525.4	14941.8	7519.5	Trill						
17	Spectrogram 1	2	271.953	272.061	3577.6	10943.3	8496.1	Trill						
18	Spectrogram 1	2	274.633	274.803	3998.5	9259.7	8007.8	Trill						
19	Spectrogram 1	1	366.175	366.537	3788.1	8838.8	6835.9	Trill						
20	Spectrogram 1	3	385.766	386.815	5471.7	10522.4	8886.7	Phee						
21	Spectrogram 1	2	398.670	398.837	2735.8	10732.9	8007.8	Trill						
22	Spectrogram 1	2	420.960	421.061	2314.9	11153.8	7812.5	Trill						
23	Spectrogram 1	3	456.826	458.547	5892.6	10312.0	9082.0	Phee						
24	Spectrogram 1	3	458.577	458.763	2314.9	11153.8	8300.8	Phee						
25	Spectrogram 1	3	507.074	508.252	0.0	10943.3	8789.1	Phee						
26	Spectrogram 1	3	509.418	510.571	3577.6	10732.9	8691.4	Phee						
27	Spectrogram 1	1	512.003	512.072	3367.2	10732.9	7519.5	Trill						
28	Spectrogram 1	2	518.201	518.479	3156.7	10943.3	8398.4	Trill						
29	Spectrogram 1	2	698.210	698.429	5261.2	10101.5	7519.5	Trill						
30	Spectrogram 1	2	708.685	708.770	1894.0	10732.9	7421.9	Trill						
31	Spectrogram 1	2	753.833	753.931	2735.8	11153.8	7519.5	Trill						
32	Spectrogram 1	2	776.273	776.368	3577.6	9680.6	7128.9	Trill						
