Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	220.558	220.645	4000.0	18000.0	8105.5	Trill	8.522178	15.568648	NaN	NaN	68.774408	0.000000
2	Spectrogram 1	1	220.682	220.752	2243.6	11538.5	8105.5	Trill						
3	Spectrogram 1	4	239.704	240.260	4000.0	18000.0	7617.2	Trill	12.633216	19.825596	NaN	NaN	102.843898	0.000000
4	Spectrogram 1	4	244.793	244.826	3205.1	17307.7	10351.6	Twitter						
5	Spectrogram 1	4	244.909	244.957	2243.6	15705.1	7128.9	Twitter						
6	Spectrogram 1	4	245.047	245.105	1923.1	16025.6	7617.2	Twitter						
7	Spectrogram 1	4	245.184	245.237	3846.2	16025.6	6933.6	Twitter						
8	Spectrogram 1	4	245.315	245.382	2564.1	15705.1	6835.9	Twitter						
9	Spectrogram 1	4	245.458	245.514	2243.6	14743.6	7226.6	Twitter						
10	Spectrogram 1	4	245.565	245.627	4807.7	12820.5	6738.3	Twitter						
11	Spectrogram 1	3	411.130	412.520	4000.0	18000.0	8105.5	Phee	15.097026	31.704674	NaN	NaN	50.792536	0.000000
12	Spectrogram 1	3	421.671	422.814	4000.0	18000.0	8105.5	Phee	17.624480	33.609560	NaN	NaN	44.029311	0.000000
13	Spectrogram 1	4	428.300	428.319	5656.9	17518.2	10644.5	Twitter						
14	Spectrogram 1	4	428.467	428.513	1602.6	13461.5	6445.3	Twitter						
15	Spectrogram 1	4	428.637	428.698	2564.1	12500.0	6347.7	Twitter						
16	Spectrogram 1	4	428.804	428.868	2243.6	14102.6	6152.3	Twitter						
17	Spectrogram 1	4	428.960	429.040	4000.0	18000.0	6152.3	Twitter	9.173077	21.103502	NaN	NaN	80.338937	0.000000
18	Spectrogram 1	4	429.120	429.201	4000.0	18000.0	5859.4	Twitter	7.169305	18.706089	NaN	NaN	66.899191	0.000000
19	Spectrogram 1	4	429.290	429.370	4000.0	18000.0	5957.0	Twitter	9.825466	22.864251	NaN	NaN	89.711215	0.000000
20	Spectrogram 1	4	429.450	429.536	4000.0	18000.0	5664.1	Twitter	7.416005	19.614169	NaN	NaN	84.201600	0.000000
21	Spectrogram 1	4	429.610	429.741	2372.3	15510.9	5371.1	Twitter						
22	Spectrogram 1	4	429.844	431.137	2189.8	16058.4	6835.9	Phee						
23	Spectrogram 1	4	431.319	431.749	3102.2	16058.4	5761.7	Phee						
24	Spectrogram 1	1	462.759	462.939	3525.6	12820.5	8398.4	Trill						
25	Spectrogram 1	1	765.829	766.002	4000.0	18000.0	8105.5	Trill	14.908331	21.595266	NaN	NaN	106.102989	0.000000
26	Spectrogram 1	1	766.108	766.240	4000.0	18000.0	8496.1	Phee	13.242336	21.615001	NaN	NaN	117.006493	0.000000
27	Spectrogram 1	1	766.434	766.632	4000.0	18000.0	8593.7	Phee	9.388458	21.429782	NaN	NaN	80.485005	0.000000
28	Spectrogram 1	1	766.711	766.771	3846.2	14102.6	8593.7	Phee						
29	Spectrogram 1	1	766.880	766.940	4000.0	18000.0	8691.4	Phee	14.111954	23.279850	NaN	NaN	134.243798	0.000000
30	Spectrogram 1	4	924.303	924.500	2243.6	15705.1	5078.1	Trill						
31	Spectrogram 1	2	1040.320	1041.270	4000.0	18000.0	8007.8	Phee	17.887578	34.354215	NaN	NaN	197.710935	0.000000
32	Spectrogram 1	2	1122.778	1122.820	4000.0	18000.0	10351.6	Twitter	9.325585	22.033278	NaN	NaN	65.021546	0.000000
33	Spectrogram 1	2	1122.919	1122.967	4000.0	18000.0	9668.0	Twitter	7.833555	22.788255	NaN	NaN	40.576447	0.000000
34	Spectrogram 1	2	1123.067	1123.120	2564.1	16025.6	9375.0	Twitter						
35	Spectrogram 1	2	1123.208	1123.256	3205.1	15705.1	9082.0	Twitter						
36	Spectrogram 1	2	1123.339	1123.395	3525.6	16025.6	8789.1	Twitter						
37	Spectrogram 1	2	1123.471	1123.531	961.5	16025.6	8105.5	Twitter						
38	Spectrogram 1	2	1123.595	1123.674	1923.1	13141.0	8007.8	Twitter						
