Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
58	Spectrogram 1	3	6512.295	6512.362	9264.9	11928.6	9668.0	P-peep						
11	Spectrogram 1	4	6372.250	6374.410	4000.0	18000.0	7617.2	Phee	5.859259	15.000000	NaN	NaN	96.231491	0.000000
12	Spectrogram 1	3	6470.786	6472.167	4000.0	18000.0	9570.3	Phee	4.999463	15.000000	NaN	NaN	72.798018	0.000000
13	Spectrogram 1	3	6565.450	6567.039	4000.0	18000.0	9277.3	Phee	3.728994	15.000000	NaN	NaN	54.127235	0.000000
15	Spectrogram 1	4	6646.730	6648.751	4000.0	18000.0	7910.2	Phee	4.647117	15.000000	NaN	NaN	85.761204	0.000000
16	Spectrogram 1	4	6653.970	6655.800	4000.0	18000.0	7910.2	Phee	4.369104	15.000000	NaN	NaN	68.767586	0.000000
62	Spectrogram 1	2	6686.150	6686.700	4000.0	18000.0	9082.0	Phee	11.861638	23.590305	NaN	NaN	107.521851	0.000000
37	Spectrogram 1	1	5174.270	5174.340	4000.0	18000.0	8984.4	Sd-peep	10.958565	17.355757	NaN	NaN	83.440982	0.000000
19	Spectrogram 1	4	2410.004	2410.081	4000.0	18000.0	7519.5	Trill	8.640832	15.773415	NaN	NaN	63.690835	0.000000
20	Spectrogram 1	2	2912.320	2912.448	4000.0	18000.0	6738.3	Trill	12.718233	17.655888	NaN	NaN	79.258018	0.000000
21	Spectrogram 1	1	2916.070	2916.270	4000.0	18000.0	7421.9	Trill	11.535701	16.222627	NaN	NaN	81.223565	0.000000
22	Spectrogram 1	2	2922.600	2922.710	4000.0	18000.0	7812.5	Trill	10.103961	15.805696	NaN	NaN	53.500018	0.000000
24	Spectrogram 1	2	3310.290	3310.380	4000.0	18000.0	7421.9	Trill	9.404485	15.398027	NaN	NaN	57.738593	0.000000
25	Spectrogram 1	1	3691.490	3691.580	4000.0	18000.0	7324.2	Trill	20.588599	25.162474	NaN	NaN	122.333592	0.000000
26	Spectrogram 1	2	3692.860	3692.920	4000.0	18000.0	6933.6	Trill	11.333289	16.415457	NaN	NaN	64.436392	0.000000
27	Spectrogram 1	1	4317.614	4317.690	4000.0	18000.0	7226.6	Trill	18.712199	24.606757	NaN	NaN	134.695320	0.000000
28	Spectrogram 1	4	4321.130	4321.440	4000.0	18000.0	7421.9	Trill	8.674720	15.151611	NaN	NaN	64.780702	0.000000
29	Spectrogram 1	4	4613.940	4614.440	4000.0	18000.0	7714.8	Trill	8.184670	15.570856	NaN	NaN	61.245240	0.000000
30	Spectrogram 1	2	4900.260	4900.350	4000.0	18000.0	6445.3	Trill	11.699655	16.481796	NaN	NaN	62.453550	0.000000
31	Spectrogram 1	2	4904.190	4904.280	4000.0	18000.0	6445.3	Trill	12.201028	15.748831	NaN	NaN	63.646506	0.000000
32	Spectrogram 1	2	4913.120	4913.210	4000.0	18000.0	6152.3	Trill	10.343728	14.053357	NaN	NaN	52.685939	0.000000
33	Spectrogram 1	2	4918.820	4918.960	4000.0	18000.0	6738.3	Trill	9.641774	15.156597	NaN	NaN	61.965299	0.000000
34	Spectrogram 1	1	4944.350	4944.480	4000.0	18000.0	8789.1	Trill	9.502449	13.127252	NaN	NaN	62.730793	0.000000
35	Spectrogram 1	2	5112.110	5112.180	4000.0	18000.0	7324.2	Trill	9.285410	12.788269	NaN	NaN	69.616710	0.000000
36	Spectrogram 1	2	5113.490	5113.570	4000.0	18000.0	6835.9	Trill	14.672341	18.148573	NaN	NaN	82.722000	0.000000
38	Spectrogram 1	1	5178.560	5178.630	4000.0	18000.0	8984.4	Trill	7.281691	13.323515	NaN	NaN	70.062117	0.000000
39	Spectrogram 1	1	5189.320	5189.380	4000.0	18000.0	8886.7	Trill	10.669130	17.229945	NaN	NaN	68.323560	0.000000
