Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
8	Spectrogram 1	3	315.614	316.085	4054.1	12837.8	7910.2	Trill						
4	Spectrogram 1	3	324.300	324.697	4000.0	18000.0	8007.8	Trill	16.173718	17.420926	NaN	NaN	149.698659	0.000000
5	Spectrogram 1	3	331.080	331.640	4000.0	18000.0	7812.5	Trill	NaN	NaN	NaN	NaN	158.973343	0.000000
43	Spectrogram 1	1	659.657	661.465	4856.1	11330.9	8691.4	Phee						
44	Spectrogram 1	1	676.835	678.885	5036.0	10971.2	8691.4	Phee						
9	Spectrogram 1	1	788.681	789.829	5180.2	11036.0	8496.1	Phee						
10	Spectrogram 1	1	1027.724	1029.514	4729.7	10135.1	8593.7	Phee						
45	Spectrogram 1	3	1030.428	1031.691	3597.1	10971.2	8593.7	Phee						
11	Spectrogram 1	1	1151.742	1151.934	5630.6	11261.3	8398.4	Trill						
12	Spectrogram 1	1	1198.149	1198.514	3095.2	12381.0	8300.8	Phee						
13	Spectrogram 1	1	1198.566	1199.619	1190.5	12381.0	8398.4	Phee						
46	Spectrogram 1	1	1257.942	1259.108	4496.4	11870.5	8398.4	Phee						
14	Spectrogram 1	1	1380.486	1381.967	4761.9	10476.2	8789.1	Phee						
15	Spectrogram 1	1	1398.933	1399.586	6190.5	12142.9	9179.7	Trillphee						
16	Spectrogram 1	1	1523.015	1524.223	3571.4	15000.0	8203.1	Phee						
17	Spectrogram 1	1	1582.914	1584.366	4047.6	10952.4	8496.1	Phee						
18	Spectrogram 1	1	1927.377	1928.182	5952.4	10952.4	9082.0	Phee						
19	Spectrogram 1	1	1928.300	1929.028	5714.3	10476.2	8007.8	Phee						
20	Spectrogram 1	1	1929.172	1929.750	4285.7	11666.7	8398.4	Phee						
21	Spectrogram 1	1	2009.003	2010.427	5714.3	10952.4	8203.1	Phee						
1	Spectrogram 1	1	2010.587	2011.180	4000.0	18000.0	8203.1	Phee	NaN	NaN	NaN	NaN	518.557067	0.000000
2	Spectrogram 1	1	2011.313	2011.850	4000.0	18000.0	8203.1	Phee	NaN	NaN	NaN	NaN	607.189397	0.000000
22	Spectrogram 1	1	2058.291	2058.472	3095.2	9761.9	8203.1	Phee						
23	Spectrogram 1	1	2058.495	2058.955	4285.7	11666.7	8886.7	Phee						
24	Spectrogram 1	1	2059.082	2060.180	3333.3	10952.4	8496.1	Phee						
25	Spectrogram 1	1	2060.320	2060.926	2381.0	10476.2	8105.5	Phee						
47	Spectrogram 1	1	2098.956	2098.996	6295.0	9172.7	7519.5	P-peep						
48	Spectrogram 1	1	2099.055	2100.028	4496.4	11510.8	9179.7	Phee						
49	Spectrogram 1	1	2100.172	2100.867	5395.7	10611.5	8007.8	Phee						
50	Spectrogram 1	1	2101.002	2101.553	5036.0	9892.1	8203.1	Phee						
51	Spectrogram 1	1	2144.880	2145.544	3956.8	12050.4	9277.3	Phee						
52	Spectrogram 1	1	2145.687	2146.733	3057.6	12949.6	9277.3	Phee						
53	Spectrogram 1	1	2146.903	2147.190	4496.4	11151.1	7812.5	Phee						
26	Spectrogram 1	1	2224.237	2224.843	4047.6	10476.2	8398.4	Phee						
27	Spectrogram 1	1	2224.976	2225.755	5476.2	10952.4	8007.8	Phee						
28	Spectrogram 1	1	2225.884	2226.644	4761.9	10238.1	7910.2	Phee						
3	Spectrogram 1	1	2226.764	2227.050	4000.0	18000.0	7617.2	Phee	NaN	NaN	NaN	NaN	576.455952	0.000000
29	Spectrogram 1	1	2522.684	2523.435	2837.2	9820.9	8105.5	Phee						
30	Spectrogram 1	1	2523.546	2524.220	4146.6	10257.4	7910.2	Phee						
31	Spectrogram 1	1	2524.359	2524.982	3710.1	9384.4	8300.8	Phee						
32	Spectrogram 1	1	2525.102	2525.282	3928.4	9602.7	7421.9	Phee						
33	Spectrogram 1	1	2601.390	2602.078	4583.1	11785.1	8593.7	Phee						
34	Spectrogram 1	1	2602.226	2602.364	3055.4	10257.4	7910.2	Phee						
35	Spectrogram 1	1	2602.401	2602.854	3710.1	11348.6	8398.4	Phee						
36	Spectrogram 1	1	2603.006	2603.103	5237.8	10912.1	7812.5	Phee						
37	Spectrogram 1	1	2603.172	2603.362	4583.1	10912.1	8105.5	Phee						
38	Spectrogram 1	1	2603.426	2603.537	3273.6	10693.9	8300.8	Phee						
39	Spectrogram 1	1	3245.683	3245.831	4583.1	10912.1	8007.8	Phee						
40	Spectrogram 1	1	3245.859	3246.335	5456.1	10693.9	8593.7	Phee						
41	Spectrogram 1	1	3246.482	3247.401	4146.6	10257.4	8691.4	Phee						
42	Spectrogram 1	1	3247.565	3248.032	6547.3	10693.9	8105.5	Phee						
7	Spectrogram 1	4	3337.140	3337.240	4000.0	18000.0	6640.6	Trill	14.443262	16.397949	NaN	NaN	248.814748	0.000000
