Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	3	36.300	36.374	4000.0	18000.0	7812.5	Trill	8.139542	11.600589	NaN	NaN	53.602810	0.000000
2	Spectrogram 1	3	36.419	36.728	4249.4	11048.5	7617.2	Trill						
3	Spectrogram 1	4	149.770	150.238	4000.0	18000.0	7812.5	Trillphee	8.477337	13.096583	NaN	NaN	76.719324	0.000000
4	Spectrogram 1	4	237.235	237.380	4000.0	18000.0	7617.2	Trill	13.269610	17.954677	NaN	NaN	103.797601	0.000000
5	Spectrogram 1	4	341.810	341.867	4000.0	18000.0	7421.9	Trill	10.449002	14.412654	NaN	NaN	92.906275	0.000000
6	Spectrogram 1	1	353.890	354.048	4000.0	18000.0	7617.2	Trill	7.552958	12.680007	NaN	NaN	63.111032	0.000000
7	Spectrogram 1	1	354.072	354.593	5609.3	12748.3	7617.2	trill						
8	Spectrogram 1	3	465.570	466.695	4000.0	18000.0	8203.1	Phee	9.185188	16.579089	NaN	NaN	75.538441	0.000000
9	Spectrogram 1	1	594.798	594.960	4000.0	18000.0	7617.2	Trill	15.890556	23.391216	NaN	NaN	139.769581	0.000000
10	Spectrogram 1	1	595.025	595.070	4000.0	18000.0	7812.5	Trill	12.010176	15.840123	NaN	NaN	104.866324	0.000000
11	Spectrogram 1	1	595.150	595.774	4000.0	18000.0	8593.7	Trillphee	17.655156	27.034618	NaN	NaN	159.354877	0.000000
12	Spectrogram 1	1	595.950	596.150	4000.0	18000.0	8007.8	Phee	15.311530	23.106455	NaN	NaN	126.234345	0.000000
13	Spectrogram 1	1	596.230	596.470	4000.0	18000.0	8398.4	Phee	14.600455	23.565505	NaN	NaN	116.968387	0.000000
14	Spectrogram 1	1	643.750	644.292	4000.0	18000.0	7031.2	Trill	14.161511	18.373866	NaN	NaN	105.496332	0.000000
15	Spectrogram 1	1	820.220	821.103	4000.0	18000.0	7421.9	Trill	9.606207	16.656455	NaN	NaN	73.174827	0.000000
16	Spectrogram 1	4	1024.482	1024.868	4000.0	18000.0	7421.9	Trill	10.279156	14.287511	NaN	NaN	86.164855	0.000000
17	Spectrogram 1	3	1207.930	1208.120	4000.0	18000.0	7617.2	Trill	11.305695	16.843407	NaN	NaN	79.859542	0.000000
18	Spectrogram 1	4	1321.747	1321.803	4000.0	18000.0	7421.9	Trill	10.454423	14.052626	NaN	NaN	81.087321	0.000000
19	Spectrogram 1	4	1321.901	1321.940	4000.0	18000.0	7421.9	Trill	9.171241	11.394438	NaN	NaN	77.210326	0.000000
20	Spectrogram 1	1	1385.574	1385.664	4000.0	18000.0	8007.8	Trill	7.422466	15.028249	NaN	NaN	53.998036	0.000000
21	Spectrogram 1	4	1508.552	1508.598	4000.0	18000.0	6445.3	Twitter	7.047246	19.496468	NaN	NaN	60.372616	0.000000
22	Spectrogram 1	4	1508.708	1508.765	3059.6	11558.5	6445.3	Twitter						
23	Spectrogram 1	4	1508.850	1508.911	2209.7	12068.4	6054.7	Twitter						
24	Spectrogram 1	4	1508.997	1509.066	2039.7	11048.5	6054.7	Twitter						
25	Spectrogram 1	4	1509.127	1509.208	2549.7	11048.5	5664.1	Twitter						
26	Spectrogram 1	4	1509.269	1509.334	1699.8	10198.7	5273.4	Twitter						
27	Spectrogram 1	4	1509.403	1509.448	2549.7	9178.8	6835.9	Twitter						
28	Spectrogram 1	1	1671.540	1671.887	4000.0	18000.0	5859.4	Trill	7.103752	10.578304	NaN	NaN	45.157033	0.000000
29	Spectrogram 1	4	1811.163	1811.257	4000.0	18000.0	9960.9	Twitter	9.094750	13.862499	NaN	NaN	59.317325	0.000000
30	Spectrogram 1	4	1811.350	1811.407	3909.5	13768.2	8007.8	Twitter						
31	Spectrogram 1	4	1811.498	1811.553	1529.8	14108.1	6835.9	Twitter						
32	Spectrogram 1	4	1811.639	1811.699	3399.6	13768.2	6835.9	Twitter						
33	Spectrogram 1	4	1811.783	1811.843	3909.5	14448.1	8007.8	Twitter						
34	Spectrogram 1	4	1811.929	1811.995	4249.4	14278.1	8007.8	Twitter						
35	Spectrogram 1	4	1812.076	1812.151	3229.6	12578.3	7226.6	Twitter						
36	Spectrogram 1	4	1812.205	1812.295	3229.6	11048.5	7226.6	Twitter						
37	Spectrogram 1	4	1812.368	1812.408	2536.2	11231.9	6640.6	P-peep						
38	Spectrogram 1	1	1924.900	1925.152	4000.0	18000.0	6250.0	Trill	9.097857	11.636942	NaN	NaN	44.963827	0.000000
