Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
107	Spectrogram 1	3	37.990	38.610	4000.0	18000.0	9179.7	Trill	10.742908	18.916534	NaN	NaN	120.126755	0.000000
108	Spectrogram 1	2	65.670	65.977	4000.0	18000.0	7519.5	Trill	16.368830	19.360659	NaN	NaN	128.949025	0.000000
109	Spectrogram 1	3	132.393	132.730	4000.0	18000.0	8203.1	Trill	10.590312	16.643299	NaN	NaN	91.554881	0.000000
110	Spectrogram 1	1	263.810	264.052	4000.0	18000.0	7519.5	Trill	17.708975	22.421441	NaN	NaN	119.856597	0.000000
111	Spectrogram 1	1	356.920	357.230	4000.0	18000.0	7910.2	Trill	8.184087	11.722606	NaN	NaN	59.361180	0.000000
3	Spectrogram 1	3	364.540	365.050	4000.0	18000.0	8593.7	Phee	5.519360	15.000000	NaN	NaN	82.321257	0.000000
112	Spectrogram 1	4	372.790	373.181	4000.0	18000.0	8203.1	Trill	7.672889	14.641986	NaN	NaN	65.287497	0.000000
113	Spectrogram 1	4	394.370	394.618	4000.0	18000.0	7324.2	Trill	7.117097	12.083358	NaN	NaN	38.639299	0.000000
114	Spectrogram 1	2	419.140	419.405	4000.0	18000.0	7812.5	Trill	9.333660	10.899349	NaN	NaN	61.797270	0.000000
115	Spectrogram 1	1	464.750	464.830	4000.0	18000.0	8593.7	Trill	9.843833	11.542214	NaN	NaN	59.210100	0.000000
116	Spectrogram 1	1	466.910	466.960	4000.0	18000.0	8593.7	Trill	12.119649	11.339812	NaN	NaN	77.783046	0.000000
117	Spectrogram 1	1	497.010	497.100	4000.0	18000.0	8593.7	Trill	13.476813	14.401166	NaN	NaN	97.713063	0.000000
118	Spectrogram 1	2	504.540	504.814	4000.0	18000.0	7519.5	Trill	8.880519	13.522142	NaN	NaN	61.598347	0.000000
119	Spectrogram 1	2	516.850	517.193	4000.0	18000.0	8203.1	Trill	14.139465	17.591195	NaN	NaN	124.180505	0.000000
12	Spectrogram 1	1	785.620	786.110	4000.0	18000.0	8984.4	Phee	8.326103	15.000000	NaN	NaN	143.110114	0.000000
13	Spectrogram 1	3	818.299	819.460	4000.0	18000.0	9179.7	Phee	6.100220	15.000000	NaN	NaN	167.864851	0.000000
120	Spectrogram 1	3	847.090	847.150	4000.0	18000.0	10449.2	Tse	10.129313	24.846047	NaN	NaN	129.460046	0.000000
121	Spectrogram 1	3	847.180	847.310	4000.0	18000.0	10742.2	Tse	8.621611	20.372347	NaN	NaN	100.376395	0.000000
122	Spectrogram 1	2	864.860	865.161	4000.0	18000.0	8105.5	Trill	10.670456	13.275573	NaN	NaN	64.806929	0.000000
123	Spectrogram 1	2	867.370	867.538	4000.0	18000.0	8203.1	Trill	11.420116	14.378128	NaN	NaN	86.571523	0.000000
124	Spectrogram 1	3	899.270	899.340	4000.0	18000.0	10351.6	Tse	7.357297	24.525512	NaN	NaN	98.156019	0.000000
125	Spectrogram 1	2	901.240	901.492	4000.0	18000.0	7714.8	Trill	9.644648	12.253428	NaN	NaN	72.198136	0.000000
126	Spectrogram 1	2	922.710	923.071	4000.0	18000.0	7812.5	Trill	10.680667	17.913200	NaN	NaN	103.523744	0.000000
127	Spectrogram 1	1	950.030	950.257	4000.0	18000.0	7519.5	Trill	17.511751	23.461043	NaN	NaN	112.881540	0.000000
