Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	4	2.180	2.222	411.1	11511.0	6445.3	Twitter						
2	Spectrogram 1	4	2.340	2.399	4000.0	18000.0	6250.0	Twitter	7.345801	17.885511	NaN	NaN	71.033436	0.000000
3	Spectrogram 1	4	2.500	2.575	4000.0	18000.0	6250.0	Twitter	7.731630	18.529029	NaN	NaN	72.965426	0.000000
4	Spectrogram 1	4	2.660	2.735	4000.0	18000.0	6250.0	Twitter	8.271529	19.848551	NaN	NaN	76.979629	0.000000
5	Spectrogram 1	4	2.820	2.895	4000.0	18000.0	6152.3	Twitter	9.519608	20.641805	NaN	NaN	87.921420	0.000000
6	Spectrogram 1	4	2.980	3.058	4000.0	18000.0	6152.3	Twitter	10.024161	20.227116	NaN	NaN	91.638647	0.000000
7	Spectrogram 1	4	3.150	3.225	4000.0	18000.0	5957.0	Twitter	10.359335	21.728904	NaN	NaN	104.815060	0.000000
8	Spectrogram 1	4	3.310	3.395	4000.0	18000.0	5859.4	Twitter	10.443186	22.364145	NaN	NaN	113.262669	0.000000
9	Spectrogram 1	4	3.470	3.570	4000.0	18000.0	5566.4	Twitter	10.211810	20.012061	NaN	NaN	113.756121	0.000000
10	Spectrogram 1	4	3.640	3.692	4000.0	18000.0	4785.2	Twitter	9.285056	17.044905	NaN	NaN	97.788279	0.000000
11	Spectrogram 1	1	33.170	34.770	4000.0	18000.0	8105.5	Phee	11.756041	25.309655	NaN	NaN	72.491865	0.000000
12	Spectrogram 1	4	145.253	145.302	2400.7	12439.8	6347.7	Twitter						
13	Spectrogram 1	4	145.410	145.472	4000.0	18000.0	6250.0	Twitter	7.454459	18.588193	NaN	NaN	69.191844	0.000000
14	Spectrogram 1	4	145.560	145.619	1964.2	11566.9	6250.0	Twitter						
15	Spectrogram 1	4	145.701	145.766	2400.7	12003.4	6250.0	Twitter						
16	Spectrogram 1	4	145.851	145.920	2618.9	11785.1	6054.7	Twitter						
17	Spectrogram 1	4	145.990	146.067	4000.0	18000.0	5957.0	Twitter	7.498126	17.089241	NaN	NaN	65.649479	0.000000
18	Spectrogram 1	4	146.142	146.217	3055.4	11566.9	5859.4	Twitter						
19	Spectrogram 1	4	146.276	146.354	3710.1	10257.4	5566.4	Twitter						
20	Spectrogram 1	4	146.413	146.468	3055.4	9384.4	4882.8	Twitter						
21	Spectrogram 1	4	193.112	193.148	3710.1	12658.1	6445.3	Twitter						
22	Spectrogram 1	4	193.272	193.318	1964.2	12439.8	6250.0	Twitter						
23	Spectrogram 1	4	193.420	193.490	4000.0	18000.0	6152.3	Twitter	8.121228	19.352294	NaN	NaN	70.685160	0.000000
24	Spectrogram 1	4	193.570	193.651	4000.0	18000.0	6054.7	Twitter	7.532558	18.268077	NaN	NaN	77.793022	0.000000
25	Spectrogram 1	4	193.730	193.808	4000.0	18000.0	6054.7	Twitter	7.592208	18.244678	NaN	NaN	77.260915	0.000000
26	Spectrogram 1	4	193.890	193.968	4000.0	18000.0	5957.0	Twitter	7.291466	18.050758	NaN	NaN	74.158468	0.000000
27	Spectrogram 1	4	194.050	194.130	4000.0	18000.0	5859.4	Twitter	8.438999	18.397165	NaN	NaN	75.060710	0.000000
28	Spectrogram 1	4	194.220	194.290	4000.0	18000.0	5664.1	Twitter	9.635007	20.526298	NaN	NaN	102.405732	0.000000
29	Spectrogram 1	4	194.370	194.428	4000.0	18000.0	5175.8	Twitter	8.678358	16.421381	NaN	NaN	89.601324	0.000000
30	Spectrogram 1	4	233.678	233.717	1091.2	14622.3	7421.9	Twitter						
31	Spectrogram 1	4	233.830	233.894	4000.0	18000.0	6250.0	Twitter	8.084012	17.276252	NaN	NaN	82.473469	0.000000
32	Spectrogram 1	4	234.000	234.067	4000.0	18000.0	6054.7	Twitter	10.092447	20.208127	NaN	NaN	114.666885	0.000000
33	Spectrogram 1	4	234.160	234.240	4000.0	18000.0	5761.7	Twitter	11.078568	21.433986	NaN	NaN	129.360425	0.000000
34	Spectrogram 1	4	234.320	234.393	4000.0	18000.0	5664.1	Twitter	9.444267	19.435758	NaN	NaN	111.045772	0.000000
35	Spectrogram 1	4	234.490	234.566	4000.0	18000.0	5761.7	Twitter	9.233182	19.974160	NaN	NaN	112.936815	0.000000
36	Spectrogram 1	4	234.654	234.746	4000.0	18000.0	5761.7	Twitter	10.024538	22.200562	NaN	NaN	128.859729	0.000000
37	Spectrogram 1	4	234.840	234.922	4000.0	18000.0	5761.7	Twitter	10.459833	23.017598	NaN	NaN	137.043158	0.000000
38	Spectrogram 1	4	235.020	235.110	4000.0	18000.0	5664.1	Twitter	10.367181	24.069375	NaN	NaN	138.989534	0.000000
39	Spectrogram 1	4	235.188	235.405	2464.8	13556.3	5371.1	Phee						
40	Spectrogram 1	4	235.480	237.040	2993.0	17429.6	7128.9	Phee						
41	Spectrogram 1	4	237.264	238.455	3345.1	17429.6	6250.0	Phee						
42	Spectrogram 1	1	297.100	299.030	4000.0	18000.0	7910.2	Phee	16.027711	33.749861	NaN	NaN	167.175148	0.000000
43	Spectrogram 1	1	379.700	381.370	4000.0	18000.0	8398.4	Phee	15.338704	29.916401	NaN	NaN	115.273483	0.000000
44	Spectrogram 1	2	488.770	489.116	4000.0	18000.0	7812.5	Trill	18.350319	21.910721	NaN	NaN	139.904225	0.000000
45	Spectrogram 1	4	577.530	577.566	4000.0	18000.0	9668.0	Twitter	8.088832	14.604545	NaN	NaN	61.797545	0.000000
46	Spectrogram 1	4	577.661	577.700	3928.4	14622.3	10351.6	Twitter						
47	Spectrogram 1	4	577.792	577.850	3928.4	14622.3	6640.6	Twitter						
48	Spectrogram 1	4	577.942	577.997	3055.4	14404.0	6543.0	Twitter						
49	Spectrogram 1	4	578.082	578.151	3491.9	15058.8	6543.0	Twitter						
50	Spectrogram 1	4	578.229	578.288	2837.2	13749.3	6347.7	Twitter						
51	Spectrogram 1	4	578.360	578.432	2400.7	12876.3	6347.7	Twitter						
52	Spectrogram 1	4	578.497	578.559	4146.6	11785.1	6347.7	Twitter						
53	Spectrogram 1	4	578.624	578.683	4801.3	10475.7	6738.3	Twitter						
54	Spectrogram 1	4	578.760	578.795	4225.4	11091.5	7031.2	Twitter						
55	Spectrogram 1	2	707.705	707.734	7420.3	15713.5	11328.1	Twitter						
56	Spectrogram 1	2	707.855	707.907	4000.0	18000.0	9765.6	Twitter	9.188243	19.708013	NaN	NaN	64.364070	0.000000
57	Spectrogram 1	2	708.008	708.051	3928.4	13749.3	7910.2	Twitter						
58	Spectrogram 1	2	708.146	708.204	3491.9	14622.3	6738.3	Twitter						
59	Spectrogram 1	2	708.286	708.345	3491.9	14622.3	6640.6	Twitter						
60	Spectrogram 1	2	708.423	708.485	4146.6	13749.3	6543.0	Twitter						
61	Spectrogram 1	2	708.564	708.626	4364.9	14404.0	6347.7	Twitter						
62	Spectrogram 1	2	708.707	708.766	4146.6	14840.5	6445.3	Twitter						
63	Spectrogram 1	2	708.841	708.903	4146.6	13531.1	6347.7	Twitter						
64	Spectrogram 1	2	708.978	709.027	5456.1	11785.1	7519.5	Twitter						
65	Spectrogram 1	2	709.109	709.142	5456.1	11348.6	7031.2	Twitter						
66	Spectrogram 1	4	851.297	851.350	4000.0	18000.0	12011.7	Twitter	7.852046	20.014094	NaN	NaN	73.617109	0.000000
67	Spectrogram 1	4	851.450	851.500	4000.0	18000.0	7226.6	Twitter	10.264569	21.643517	NaN	NaN	58.800966	0.000000
68	Spectrogram 1	4	851.600	851.653	4000.0	18000.0	7324.2	Twitter	12.355870	22.871487	NaN	NaN	71.920474	0.000000
69	Spectrogram 1	4	851.730	851.790	4000.0	18000.0	6933.6	Twitter	10.213778	20.628507	NaN	NaN	65.111832	0.000000
70	Spectrogram 1	4	851.860	851.920	4000.0	18000.0	6933.6	Twitter	10.338749	21.276014	NaN	NaN	78.935983	0.000000
71	Spectrogram 1	4	851.980	852.050	4000.0	18000.0	6835.9	Twitter	8.180997	18.113338	NaN	NaN	82.521004	0.000000
72	Spectrogram 1	4	852.136	852.172	5019.6	11348.6	7324.2	Twitter						
73	Spectrogram 1	4	871.967	872.006	7856.7	15713.5	10644.5	Twitter						
74	Spectrogram 1	4	872.096	872.140	4000.0	18000.0	7031.2	Twitter	10.602783	20.283585	NaN	NaN	62.981927	0.000000
75	Spectrogram 1	4	872.238	872.287	3710.1	13967.5	6933.6	Twitter						
76	Spectrogram 1	4	872.378	872.434	2618.9	13094.6	6933.6	Twitter						
77	Spectrogram 1	4	872.512	872.571	2837.2	15058.8	6835.9	Twitter						
78	Spectrogram 1	4	872.646	872.711	3273.6	13312.8	7519.5	Twitter						
79	Spectrogram 1	4	872.780	872.858	3928.4	13312.8	7519.5	Twitter						
80	Spectrogram 1	4	872.920	872.989	2618.9	12876.3	7519.5	Twitter						
81	Spectrogram 1	4	873.051	873.129	3055.4	12658.1	6933.6	Twitter						
82	Spectrogram 1	4	935.535	935.574	3055.4	15495.2	7812.5	Twitter						
83	Spectrogram 1	4	935.679	935.734	3273.6	13749.3	6933.6	Twitter						
84	Spectrogram 1	4	935.823	935.885	3491.9	13094.6	6640.6	Twitter						
85	Spectrogram 1	4	935.963	936.028	2400.7	14404.0	8496.1	Twitter						
86	Spectrogram 1	4	936.097	936.175	436.5	13967.5	6640.6	Twitter						
87	Spectrogram 1	4	936.247	936.319	2182.4	13531.1	6445.3	Twitter						
88	Spectrogram 1	4	936.391	936.459	3928.4	13094.6	6543.0	Twitter						
89	Spectrogram 1	4	936.518	936.597	2837.2	11348.6	6152.3	Twitter						
90	Spectrogram 1	4	936.668	936.712	3521.1	11971.8	7031.2	Twitter						
91	Spectrogram 1	4	1159.421	1159.474	3055.4	13094.6	6347.7	Twitter						
92	Spectrogram 1	4	1159.585	1159.657	2182.4	12221.6	6347.7	Twitter						
93	Spectrogram 1	4	1159.751	1159.836	1745.9	12658.1	6347.7	Twitter						
94	Spectrogram 1	4	1159.928	1160.006	1745.9	11785.1	6347.7	Twitter						
95	Spectrogram 1	4	1160.097	1160.189	1964.2	12003.4	6250.0	Twitter						
96	Spectrogram 1	4	1160.274	1160.359	873.0	12221.6	6054.7	Twitter						
97	Spectrogram 1	4	1160.453	1160.535	2400.7	11566.9	6054.7	Twitter						
98	Spectrogram 1	4	1160.613	1160.711	2837.2	11785.1	5957.0	Twitter						
99	Spectrogram 1	4	1160.793	1160.910	4000.0	18000.0	5761.7	Twitter	6.986093	20.419586	NaN	NaN	93.489711	0.000000
100	Spectrogram 1	4	1160.963	1161.077	3491.9	9602.7	5175.8	Twitter						
101	Spectrogram 1	4	1161.149	1161.231	2837.2	8293.2	4492.2	Twitter						
