Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
3	Spectrogram 1	2	13.380	13.629	4000.0	18000.0	7617.2	Trill	8.339356	14.393933	NaN	NaN	58.986921	0.000000
16	Spectrogram 1	2	105.091	105.210	4000.0	18000.0	7812.5	Trill	9.730155	15.172245	NaN	NaN	72.229738	0.000000
17	Spectrogram 1	2	115.400	115.670	4000.0	18000.0	7128.9	Trill	9.556885	14.305010	NaN	NaN	73.788713	0.000000
18	Spectrogram 1	1	127.510	127.587	4000.0	18000.0	8789.1	Trill	10.354286	16.401266	NaN	NaN	87.462212	0.000000
19	Spectrogram 1	2	127.698	127.820	4000.0	18000.0	7226.6	Trill	8.151190	13.996796	NaN	NaN	72.839086	0.000000
20	Spectrogram 1	2	132.150	132.257	4000.0	18000.0	7226.6	Trill	13.229992	20.478584	NaN	NaN	110.056902	0.000000
27	Spectrogram 1	1	212.590	212.680	4000.0	18000.0	8886.7	Trill	7.492924	13.480009	NaN	NaN	72.449359	0.000000
28	Spectrogram 1	2	225.100	225.360	4000.0	18000.0	8300.8	Trill	17.936125	23.624993	NaN	NaN	129.055540	0.000000
29	Spectrogram 1	2	232.820	233.140	4000.0	18000.0	7812.5	Trillphee	10.768207	15.639463	NaN	NaN	79.851817	0.000000
30	Spectrogram 1	2	242.190	242.590	4000.0	18000.0	7812.5	Phee	10.418768	19.327770	NaN	NaN	87.833740	0.000000
31	Spectrogram 1	2	248.767	249.020	4000.0	18000.0	7910.2	Trill	7.750658	12.328149	NaN	NaN	54.338370	0.000000
36	Spectrogram 1	2	325.830	326.030	4000.0	18000.0	7128.9	Trill	12.656120	18.509872	NaN	NaN	83.599722	0.000000
37	Spectrogram 1	2	364.660	365.000	4000.0	18000.0	8496.1	Trill	9.541954	17.006637	NaN	NaN	83.557681	0.000000
40	Spectrogram 1	3	427.960	428.100	4000.0	18000.0	8398.4	Trill	12.086085	20.039018	NaN	NaN	97.687761	0.000000
43	Spectrogram 1	2	455.530	455.690	4000.0	18000.0	8007.8	Trill	7.273666	10.979451	NaN	NaN	47.114986	0.000000
44	Spectrogram 1	1	457.757	458.180	4000.0	18000.0	8789.1	P-peep String	10.226940	18.100062	NaN	NaN	97.473603	0.000000
45	Spectrogram 1	2	459.140	459.360	4000.0	18000.0	7910.2	Trill	11.984862	17.089357	NaN	NaN	83.281094	0.000000
46	Spectrogram 1	2	465.560	465.730	4000.0	18000.0	7812.5	Trill	7.917794	12.492558	NaN	NaN	76.230918	0.000000
47	Spectrogram 1	1	492.800	493.980	4000.0	18000.0	8789.1	Trillphee	7.632076	21.379811	NaN	NaN	93.027197	0.000000
49	Spectrogram 1	1	504.620	504.783	4000.0	18000.0	8789.1	Trill	9.036945	19.077520	NaN	NaN	71.455017	0.000000
52	Spectrogram 1	2	593.610	593.852	4000.0	18000.0	7714.8	Trill	7.227344	11.558866	NaN	NaN	52.737769	0.000000
59	Spectrogram 1	1	662.140	662.360	4000.0	18000.0	9179.7	Trill	11.347531	18.450198	NaN	NaN	85.417760	0.000000
60	Spectrogram 1	1	665.060	665.470	4000.0	18000.0	8789.1	Trill	8.633639	14.404024	NaN	NaN	70.132133	0.000000
61	Spectrogram 1	2	697.880	698.140	4000.0	18000.0	7128.9	Trill	10.364218	15.412557	NaN	NaN	75.571270	0.000000
62	Spectrogram 1	4	700.400	700.642	4000.0	18000.0	7617.2	Trill	10.120360	15.622945	NaN	NaN	66.363869	0.000000
63	Spectrogram 1	1	723.430	723.500	4000.0	18000.0	8496.1	Trill	8.548738	14.932380	NaN	NaN	65.492007	0.000000
64	Spectrogram 1	1	723.570	723.640	4000.0	18000.0	8593.7	Trill	6.988655	14.985263	NaN	NaN	58.719746	0.000000
65	Spectrogram 1	1	723.750	723.810	4000.0	18000.0	7812.5	Trill	7.169319	12.948028	NaN	NaN	55.391087	0.000000
67	Spectrogram 1	2	730.705	730.982	4000.0	18000.0	7812.5	Trill	10.701737	14.618684	NaN	NaN	69.719446	0.000000
70	Spectrogram 1	2	749.460	749.754	4000.0	18000.0	8398.4	Trillphee	7.633282	14.442158	NaN	NaN	58.089672	0.000000
72	Spectrogram 1	2	759.800	760.390	4000.0	18000.0	8691.4	Trillphee	10.580448	21.248959	NaN	NaN	91.815327	0.000000
76	Spectrogram 1	2	774.180	774.450	4000.0	18000.0	7714.8	Trill	14.217793	20.592382	NaN	NaN	96.007563	0.000000
77	Spectrogram 1	2	795.440	795.606	4000.0	18000.0	6640.6	Trill	18.789491	24.828693	NaN	NaN	131.533570	0.000000
78	Spectrogram 1	1	803.770	804.050	4000.0	18000.0	8789.1	Trill	7.437464	14.170193	NaN	NaN	66.718990	0.000000
79	Spectrogram 1	1	806.190	806.370	4000.0	18000.0	8593.7	Trill	8.058550	15.545731	NaN	NaN	79.328475	0.000000
80	Spectrogram 1	1	806.450	806.510	4000.0	18000.0	8593.7	Trill	7.364982	15.692563	NaN	NaN	78.588621	0.000000
82	Spectrogram 1	1	811.670	812.044	4000.0	18000.0	8593.7	Trill	10.938418	18.634293	NaN	NaN	91.230817	0.000000
83	Spectrogram 1	1	814.500	814.810	4000.0	18000.0	8203.1	Trill	11.210100	16.573148	NaN	NaN	76.703716	0.000000
84	Spectrogram 1	1	819.890	820.161	4000.0	18000.0	9375.0	Trill	9.617553	17.392003	NaN	NaN	89.511541	0.000000
86	Spectrogram 1	1	837.660	838.530	4000.0	18000.0	9082.0	Trillphee	11.122583	21.375001	NaN	NaN	120.031770	0.000000
87	Spectrogram 1	1	840.220	840.550	4000.0	18000.0	8398.4	Trill	12.516960	18.418910	NaN	NaN	87.855488	0.000000
88	Spectrogram 1	2	845.000	845.290	4000.0	18000.0	7617.2	Trill	13.858953	16.892615	NaN	NaN	83.236938	0.000000
89	Spectrogram 1	1	848.690	848.800	4000.0	18000.0	8789.1	Trill	10.365780	16.763433	NaN	NaN	81.428333	0.000000
90	Spectrogram 1	1	848.900	848.960	4000.0	18000.0	8593.7	Trill	9.166804	14.239101	NaN	NaN	77.296344	0.000000
93	Spectrogram 1	2	902.994	903.340	4000.0	18000.0	8593.7	Trillphee	8.091038	13.865383	NaN	NaN	71.711566	0.000000
94	Spectrogram 1	2	909.549	909.820	4000.0	18000.0	8300.8	Trill	7.654986	12.647250	NaN	NaN	55.818967	0.000000
95	Spectrogram 1	2	915.260	915.550	4000.0	18000.0	8007.8	Trill	13.985824	20.426851	NaN	NaN	101.940935	0.000000
96	Spectrogram 1	2	918.260	918.446	4000.0	18000.0	7519.5	Trill	7.160272	11.685461	NaN	NaN	63.041371	0.000000
98	Spectrogram 1	2	997.190	997.680	4000.0	18000.0	8691.4	Trillphee	11.015414	18.615228	NaN	NaN	103.478646	0.000000
100	Spectrogram 1	2	999.700	1000.020	4000.0	18000.0	7910.2	Trillphee	9.850096	16.300547	NaN	NaN	81.711952	0.000000
101	Spectrogram 1	2	1003.310	1003.630	4000.0	18000.0	7324.2	Trill	9.634768	14.699650	NaN	NaN	73.809082	0.000000
102	Spectrogram 1	2	1011.220	1011.444	4000.0	18000.0	8007.8	Trill	8.858944	12.900729	NaN	NaN	70.393138	0.000000
103	Spectrogram 1	4	1013.050	1013.293	4000.0	18000.0	7714.8	Trill	8.458104	13.364091	NaN	NaN	55.441322	0.000000
104	Spectrogram 1	2	1016.580	1016.910	4000.0	18000.0	7226.6	Trill	8.321653	14.222762	NaN	NaN	63.634365	0.000000
