Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
157	Spectrogram 1	1	4793.485	4793.507	6034.5	13620.7	9472.7	Peep						
2	Spectrogram 1	1	178.438	180.257	7666.7	13000.0	9179.7	Phee						
3	Spectrogram 1	3	187.335	188.940	7236.8	14802.6	9277.3	Phee						
5	Spectrogram 1	1	429.458	431.508	6666.7	15333.3	8984.4	Phee						
13	Spectrogram 1	3	1112.580	1113.968	7236.8	13157.9	9179.7	Phee						
14	Spectrogram 1	1	1127.935	1129.891	7000.0	11000.0	8593.7	Phee						
15	Spectrogram 1	3	1489.026	1490.313	7894.7	11184.2	9082.0	Phee						
16	Spectrogram 1	1	1548.845	1550.791	7333.3	9000.0	8984.4	Phee						
17	Spectrogram 1	1	1687.628	1689.453	7000.0	14333.3	8886.7	Phee						
18	Spectrogram 1	3	1836.749	1838.372	7000.0	18000.0	9472.7	Phee						
21	Spectrogram 1	3	2101.883	2103.202	8223.7	14802.6	8984.4	Phee						
138	Spectrogram 1	2	2491.286	2493.010	7278.5	10759.5	9082.0	Phee						
129	Spectrogram 1	1	2628.645	2630.069	8000.0	11333.3	9082.0	Phee						
139	Spectrogram 1	2	3541.555	3543.093	6329.1	11392.4	8593.7	Phee						
34	Spectrogram 1	1	3939.642	3941.537	7000.0	11000.0	9082.0	Phee						
37	Spectrogram 1	3	4741.322	4742.652	8223.7	12828.9	8984.4	Phee						
38	Spectrogram 1	3	4743.763	4745.043	8552.6	12171.1	8886.7	Phee						
39	Spectrogram 1	3	4745.977	4747.035	7236.8	15789.5	8691.4	Phee						
42	Spectrogram 1	1	4790.356	4790.427	4000.0	18000.0	8984.4	Phee	13.586960	26.949061	NaN	NaN	151.548918	0.000000
43	Spectrogram 1	1	4790.560	4790.610	4000.0	18000.0	9375.0	Phee	15.698689	22.898843	NaN	NaN	142.832234	0.000000
54	Spectrogram 1	1	5034.284	5035.969	7333.3	14333.3	9179.7	Phee						
55	Spectrogram 1	1	5191.634	5193.388	7000.0	13666.7	8691.4	Phee						
56	Spectrogram 1	3	5592.627	5594.400	7236.8	11842.1	8789.1	Phee						
57	Spectrogram 1	1	5639.848	5641.938	8000.0	10000.0	8984.4	Phee						
59	Spectrogram 1	1	6092.379	6093.728	7666.7	14333.3	8105.5	Phee						
60	Spectrogram 1	1	6105.697	6107.320	8000.0	15333.3	8593.7	Phee						
74	Spectrogram 1	2	8.214	8.326	7666.7	13000.0	8300.8	Trill						
75	Spectrogram 1	2	49.691	50.018	6333.3	9000.0	7519.5	Trill						
1	Spectrogram 1	2	75.608	75.843	4000.0	18000.0	7812.5	Trill	14.376506	19.873065	NaN	NaN	99.434388	0.000000
76	Spectrogram 1	2	199.368	199.678	8000.0	13000.0	8398.4	Trill						
118	Spectrogram 1	3	252.043	252.363	7986.1	12152.8	8984.4	Trill						
61	Spectrogram 1	1	330.107	330.420	6666.7	9333.3	8300.8	Trill						
62	Spectrogram 1	1	333.358	333.616	8666.7	14000.0	9375.0	Trill						
126	Spectrogram 1	1	335.011	335.295	8000.0	8666.7	8300.8	Trill						
4	Spectrogram 1	2	424.676	424.849	4000.0	18000.0	7910.2	Trill	15.217003	20.585901	NaN	NaN	79.031556	0.000000
141	Spectrogram 1	3	514.891	515.319	7638.9	16319.4	9375.0	Trill						
77	Spectrogram 1	2	740.217	740.309	7000.0	13333.3	7617.2	Trill						
78	Spectrogram 1	2	773.505	773.662	6000.0	13666.7	7714.8	Trill						
63	Spectrogram 1	1	778.341	778.785	6666.7	9000.0	8496.1	Trill						
79	Spectrogram 1	2	820.568	820.849	7666.7	12666.7	8496.1	Trill						
80	Spectrogram 1	2	999.321	999.465	7000.0	13666.7	7617.2	Trill						
81	Spectrogram 1	2	1197.969	1198.067	6666.7	9000.0	7421.9	Trill						
127	Spectrogram 1	1	1353.831	1354.095	7333.3	9000.0	8789.1	Trill						
64	Spectrogram 1	1	1441.730	1441.923	7333.3	9333.3	8496.1	Trill						
82	Spectrogram 1	2	1449.904	1450.185	6666.7	12000.0	7031.2	Trill						
134	Spectrogram 1	2	1465.668	1465.955	6329.1	16455.7	8007.8	Trill						
83	Spectrogram 1	2	1540.238	1540.395	5333.3	7666.7	7128.9	Trill						
84	Spectrogram 1	2	1559.387	1559.675	6666.7	12666.7	7910.2	Trill						
85	Spectrogram 1	3	1560.331	1560.710	8223.7	13815.8	8789.1	Trill						
119	Spectrogram 1	3	1658.775	1659.255	6944.4	9027.8	8789.1	Trill						
86	Spectrogram 1	2	1671.744	1671.878	7666.7	13000.0	7812.5	Trill						
65	Spectrogram 1	1	1701.683	1702.176	8000.0	9000.0	8496.1	Trill						
66	Spectrogram 1	2	1702.624	1702.869	5000.0	11000.0	8007.8	Trill						
87	Spectrogram 1	2	1767.611	1767.836	6333.3	13333.3	8398.4	Trill						
88	Spectrogram 1	2	1875.389	1875.677	8666.7	10666.7	8691.4	Trill						
89	Spectrogram 1	2	1878.386	1878.627	7333.3	10666.7	8300.8	Trill						
90	Spectrogram 1	2	2065.362	2065.597	6666.7	12333.3	7910.2	Trill						
67	Spectrogram 1	1	2065.805	2066.262	5000.0	10000.0	9179.7	Trill						
91	Spectrogram 1	2	2162.658	2162.828	7000.0	10666.7	7812.5	Trill						
92	Spectrogram 1	2	2168.979	2169.188	7666.7	10333.3	7812.5	Trill						
93	Spectrogram 1	2	2252.999	2253.178	6666.7	11666.7	7714.8	Trill						
137	Spectrogram 1	2	2424.551	2424.841	7594.9	16772.2	8398.4	Trill						
94	Spectrogram 1	2	2443.939	2444.240	2848.1	9666.7	6738.3	Trill						
95	Spectrogram 1	2	2486.390	2486.740	6329.1	12025.3	7519.5	Trill						
96	Spectrogram 1	2	2517.771	2517.908	5063.3	12658.2	7031.2	Trill						
98	Spectrogram 1	2	2551.400	2551.723	6962.0	14873.4	7910.2	Trill						
99	Spectrogram 1	2	2847.087	2847.407	6962.0	16455.7	8007.8	Trill						
68	Spectrogram 1	1	2947.405	2947.765	4333.3	6666.7	6640.6	Trill						
100	Spectrogram 1	2	2978.860	2979.203	6645.6	13924.1	8300.8	Trill						
22	Spectrogram 1	2	2980.495	2980.715	1851.9	13580.2	6933.6	Trill						
101	Spectrogram 1	2	2982.399	2982.598	6012.7	16139.2	6640.6	Trill						
23	Spectrogram 1	2	2987.838	2988.000	4000.0	18000.0	7324.2	Trill	12.208889	17.275497	NaN	NaN	76.979046	0.000000
102	Spectrogram 1	2	3111.251	3111.502	7278.5	17088.6	8105.5	Trill						
130	Spectrogram 1	1	3229.797	3229.980	8666.7	13333.3	8984.4	Trill						
120	Spectrogram 1	3	3308.361	3308.945	7291.7	11458.3	8105.5	Trill						
69	Spectrogram 1	1	3409.809	3410.240	8333.3	9666.7	8691.4	Trill						
103	Spectrogram 1	2	3466.221	3466.296	5696.2	10759.5	6933.6	Trill						
104	Spectrogram 1	2	3486.696	3486.977	6962.0	12025.3	7812.5	Trill						
105	Spectrogram 1	2	3509.732	3509.981	8227.8	16772.2	8496.1	Trill						
142	Spectrogram 1	3	3543.952	3544.291	9375.0	10763.9	9765.6	Trill						
106	Spectrogram 1	2	3578.588	3578.869	7278.5	14873.4	8105.5	Trill						
24	Spectrogram 1	3	3637.728	3638.044	4000.0	18000.0	9668.0	Trill	19.215250	28.067755	NaN	NaN	145.673104	0.000000
140	Spectrogram 1	2	3659.888	3660.261	8860.8	13924.1	9375.0	Trill						
107	Spectrogram 1	2	3763.747	3764.067	7278.5	13607.6	7714.8	Trill						
71	Spectrogram 1	1	4083.139	4083.626	9000.0	10666.7	9082.0	Trill						
70	Spectrogram 1	1	4084.312	4084.508	4000.0	9666.7	9277.3	Trill						
125	Spectrogram 1	4	4321.569	4321.853	5405.4	15540.5	7714.8	Trill						
108	Spectrogram 1	2	4699.346	4699.418	6329.1	9810.1	6640.6	Trill						
35	Spectrogram 1	2	4714.148	4714.241	1234.6	11728.4	7812.5	Trill						
36	Spectrogram 1	2	4729.308	4729.526	4321.0	20370.4	7910.2	Trill						
72	Spectrogram 1	1	4757.898	4758.492	7000.0	16666.7	7812.5	Trill						
40	Spectrogram 1	1	4789.965	4790.120	4000.0	18000.0	8691.4	Trill	14.330302	22.672738	NaN	NaN	107.142123	0.000000
41	Spectrogram 1	1	4790.180	4790.226	4938.3	13271.6	8691.4	Trill						
73	Spectrogram 1	1	4800.714	4800.861	7333.3	13000.0	8300.8	Trill						
121	Spectrogram 1	3	4825.695	4826.211	6944.4	14583.3	8691.4	Trill						
122	Spectrogram 1	3	4895.011	4895.406	5555.6	10069.4	9668.0	Trill						
109	Spectrogram 1	2	4987.409	4987.514	9177.2	12025.3	9668.0	Trill						
110	Spectrogram 1	2	5002.987	5003.239	7278.5	11708.9	8007.8	Trill						
133	Spectrogram 1	1	5054.801	5055.039	7666.7	10000.0	9277.3	Trill						
111	Spectrogram 1	2	5064.011	5064.145	6962.0	13607.6	7714.8	Trill						
112	Spectrogram 1	2	5082.477	5082.777	5379.7	7594.9	7324.2	Trill						
123	Spectrogram 1	3	5088.697	5089.013	6597.2	10069.4	8300.8	Trill						
113	Spectrogram 1	2	5182.217	5182.390	6645.6	12341.8	7714.8	Trill						
124	Spectrogram 1	3	5187.951	5188.500	7986.1	12847.2	8398.4	Trill						
114	Spectrogram 1	2	5195.830	5196.453	6329.1	16139.2	6738.3	Trill						
115	Spectrogram 1	2	5253.038	5253.188	6329.1	11075.9	8105.5	Trill						
116	Spectrogram 1	2	5540.808	5541.118	5379.7	7278.5	7128.9	Trill						
117	Spectrogram 1	2	5786.671	5787.046	7278.5	11392.4	7714.8	Trill						
20	Spectrogram 1	1	2058.803	2060.605	6333.3	12000.0	8789.1	Trillphe						
128	Spectrogram 1	1	1527.372	1528.182	8333.3	11000.0	8691.4	Trillphee						
19	Spectrogram 1	2	1923.125	1923.497	3703.7	11111.1	8789.1	Trillphee						
135	Spectrogram 1	2	2070.771	2071.169	7278.5	17088.6	8886.7	Trillphee						
136	Spectrogram 1	2	2371.443	2371.897	7911.4	16455.7	9082.0	Trillphee						
97	Spectrogram 1	2	2548.032	2548.345	7278.5	13924.1	8691.4	Trillphee						
58	Spectrogram 1	1	5652.561	5654.406	7666.7	13000.0	9375.0	Trillphee						
156	Spectrogram 1	1	4794.881	4794.899	4310.3	11724.1	7324.2	Twitter						
6	Spectrogram 1	4	488.250	488.290	4000.0	18000.0	11621.1	Twitter	10.111124	21.381534	NaN	NaN	66.385268	0.000000
7	Spectrogram 1	4	488.410	488.458	4000.0	18000.0	7324.2	Twitter	14.212572	25.028699	NaN	NaN	70.527818	0.000000
8	Spectrogram 1	4	488.562	488.613	4000.0	18000.0	7226.6	Twitter	16.706958	27.923519	NaN	NaN	66.211786	0.000000
