Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
11	Spectrogram 1	2	1093.975	1094.059	4000.0	18000.0	8691.4	Phee	13.289924	26.187060	NaN	NaN	137.543126	0.000000
12	Spectrogram 1	2	1099.289	1099.381	4000.0	18000.0	8789.1	Phee	8.502502	22.712317	NaN	NaN	78.982347	0.000000
22	Spectrogram 1	1	1889.846	1889.960	4000.0	18000.0	8105.5	Phee	15.937816	26.621598	NaN	NaN	106.833528	0.000000
23	Spectrogram 1	1	1890.029	1890.250	4000.0	18000.0	8398.4	Phee	18.102510	34.116602	NaN	NaN	146.702260	0.000000
24	Spectrogram 1	1	1890.407	1891.114	4000.0	18000.0	8398.4	Phee	16.865214	31.819257	NaN	NaN	137.988702	0.000000
25	Spectrogram 1	1	1891.176	1891.232	5670.1	11340.2	8496.1	Phee						
26	Spectrogram 1	1	1891.407	1892.050	4000.0	18000.0	8300.8	Phee	19.434162	34.630696	NaN	NaN	166.147763	0.000000
27	Spectrogram 1	1	1892.214	1892.310	4000.0	18000.0	7617.2	Phee	12.891424	24.978565	NaN	NaN	92.988706	0.000000
28	Spectrogram 1	1	1892.495	1892.560	4000.0	18000.0	7812.5	Phee	13.983618	25.897709	NaN	NaN	110.431570	0.000000
1	Spectrogram 1	4	815.681	815.699	4123.7	15206.2	10937.5	Twitter						
2	Spectrogram 1	4	815.819	815.862	2061.9	11855.7	6445.3	Twitter						
3	Spectrogram 1	4	815.980	816.033	2061.9	13144.3	6445.3	Twitter						
4	Spectrogram 1	4	816.118	816.173	1288.7	11597.9	6347.7	Twitter						
5	Spectrogram 1	4	816.254	816.311	2319.6	12371.1	6152.3	Twitter						
6	Spectrogram 1	4	816.399	816.460	1804.1	13144.3	5957.0	Twitter						
7	Spectrogram 1	4	816.540	816.606	4000.0	18000.0	5957.0	Twitter	7.239439	17.213716	NaN	NaN	54.945250	0.000000
8	Spectrogram 1	4	816.683	816.753	2319.6	12113.4	5957.0	Twitter						
9	Spectrogram 1	4	816.828	816.895	2835.1	10567.0	5566.4	Twitter						
10	Spectrogram 1	4	816.964	817.013	3608.2	9793.8	4980.5	Twitter						
13	Spectrogram 1	1	1765.439	1765.475	4000.0	18000.0	10253.9	Twitter	9.149314	18.231833	NaN	NaN	53.395062	0.000000
14	Spectrogram 1	1	1765.557	1765.580	4000.0	18000.0	8007.8	Twitter	10.181960	19.007727	NaN	NaN	44.601855	0.000000
15	Spectrogram 1	1	1765.673	1765.700	4000.0	18000.0	7714.8	Twitter	9.406281	17.693328	NaN	NaN	42.611976	0.000000
16	Spectrogram 1	1	1765.793	1765.815	4000.0	18000.0	7617.2	Twitter	8.250429	16.926760	NaN	NaN	36.006101	0.000000
17	Spectrogram 1	1	1765.900	1765.930	4000.0	18000.0	7617.2	Twitter	12.508149	21.518745	NaN	NaN	49.426039	0.000000
18	Spectrogram 1	1	1766.020	1766.043	3866.0	13917.5	7519.5	Twitter						
19	Spectrogram 1	1	1766.130	1766.155	2835.1	13402.1	7617.2	Twitter						
20	Spectrogram 1	1	1766.234	1766.266	4639.2	12628.9	7617.2	Twitter						
21	Spectrogram 1	1	1766.352	1766.366	4896.9	12628.9	8203.1	Twitter						
29	Spectrogram 1	4	2987.242	2987.280	2319.6	13402.1	6347.7	Twitter						
30	Spectrogram 1	4	2987.409	2987.467	2061.9	12113.4	6250.0	Twitter						
31	Spectrogram 1	4	2987.569	2987.632	1288.7	12113.4	6250.0	Twitter						
32	Spectrogram 1	4	2987.724	2987.789	1546.4	11597.9	6152.3	Twitter						
33	Spectrogram 1	4	2987.882	2987.958	773.2	12886.6	6250.0	Twitter						
34	Spectrogram 1	4	2988.039	2988.124	2061.9	12113.4	5664.1	Twitter						
35	Spectrogram 1	4	2988.195	2988.273	2061.9	10567.0	5566.4	Twitter						
36	Spectrogram 1	4	2988.346	2988.409	2319.6	10309.3	4980.5	Twitter						
37	Spectrogram 1	4	3468.690	3468.714	4000.0	18000.0	10937.5	Twitter	7.262215	16.628653	NaN	NaN	55.266764	0.000000
38	Spectrogram 1	4	3468.856	3468.897	2835.1	12886.6	6640.6	Twitter						
39	Spectrogram 1	4	3469.019	3469.074	1546.4	12628.9	6445.3	Twitter						
40	Spectrogram 1	4	3469.171	3469.230	1546.4	11855.7	6347.7	Twitter						
41	Spectrogram 1	4	3469.324	3469.381	515.5	13144.3	6152.3	Twitter						
42	Spectrogram 1	4	3469.478	3469.542	1030.9	12371.1	6152.3	Twitter						
43	Spectrogram 1	4	3469.628	3469.699	773.2	12886.6	6152.3	Twitter						
44	Spectrogram 1	4	3469.776	3469.851	515.5	12113.4	5664.1	Twitter						
46	Spectrogram 1	4	3470.065	3470.100	4000.0	18000.0	4589.8	Twitter	9.674854	15.127840	NaN	NaN	82.249316	0.000000
45	Spectrogram 1	4	3469.914	3469.982	2319.6	10051.5	5175.8	Twitter						
47	Spectrogram 1	4	2987.053	2987.081	5970.1	15671.6	11035.2	Twitter						
48	Spectrogram 1	4	2988.493	2988.517	2798.5	8022.4	4687.5	Twitter						
