Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
44	Spectrogram 1	1	371.890	372.130	4000.0	18000.0	8789.1	P-peep	8.709759	15.912617	NaN	NaN	80.921116	0.000000
54	Spectrogram 1	1	414.670	414.750	4000.0	18000.0	8593.7	P-peep	7.259897	23.137949	NaN	NaN	117.009570	0.000000
60	Spectrogram 1	1	437.230	439.270	4000.0	18000.0	8789.1	P-peep	8.382597	25.232812	NaN	NaN	116.795871	0.000000
63	Spectrogram 1	1	459.580	459.650	4000.0	18000.0	8593.7	P-peep	11.053484	22.187819	NaN	NaN	130.045731	0.000000
64	Spectrogram 1	1	459.760	459.860	4000.0	18000.0	8789.1	P-peep	8.185697	19.502609	NaN	NaN	113.677144	0.000000
67	Spectrogram 1	1	465.230	465.290	4000.0	18000.0	9375.0	P-peep	11.127707	19.402690	NaN	NaN	106.509466	0.000000
70	Spectrogram 1	1	470.040	470.130	4000.0	18000.0	9179.7	P-peep	9.979997	15.347212	NaN	NaN	92.824422	0.000000
76	Spectrogram 1	4	523.790	523.830	4000.0	18000.0	8398.4	P-peep	7.832484	8.429463	NaN	NaN	48.659803	0.000000
162	Spectrogram 1	1	1366.030	1368.090	4000.0	18000.0	8984.4	P-peep	7.933814	22.076465	NaN	NaN	99.464532	0.000000
189	Spectrogram 1	1	1609.640	1609.700	4000.0	18000.0	8984.4	P-peep	9.354769	25.118327	NaN	NaN	119.882970	0.000000
202	Spectrogram 1	1	1645.370	1645.470	4000.0	18000.0	8789.1	P-peep	7.285080	20.287569	NaN	NaN	88.843226	0.000000
203	Spectrogram 1	1	1645.610	1645.680	4000.0	18000.0	8789.1	P-peep	11.781731	24.178511	NaN	NaN	128.134387	0.000000
204	Spectrogram 1	1	1646.000	1646.100	4000.0	18000.0	8984.4	P-peep	8.275198	19.827399	NaN	NaN	103.280473	0.000000
